year,noc,iso3,country_name,total_medals,expected_medals,medal_overperformance,gold_medals,gdp_total,population,gdp_per_capita,sports_entered,events_entered,model_note
1972,NIG,NER,Niger,1,0.0,1.0,0,10792836914.0,4904847.0,,1,4,year OLS: log_gdp_total + log_population + sports_entered
2016,NIG,NER,Niger,1,0.0,1.0,0,27140658203.0,20685758.0,1500.0085,4,6,year OLS: log_gdp_total + log_population + sports_entered
1964,NGR,NGA,Nigeria,1,2.167911396678451,-1.1679113966784511,0,106734664062.0,49012023.0,,2,12,year OLS: log_gdp_total + log_population + sports_entered
1972,NGR,NGA,Nigeria,1,6.2538382466895435,-5.2538382466895435,0,208512031250.0,58601749.0,,2,24,year OLS: log_gdp_total + log_population + sports_entered
1984,NGR,NGA,Nigeria,2,14.574468085106384,-12.574468085106384,0,,82526444.0,,4,24,year mean fallback: missing economic predictors
1992,NGR,NGA,Nigeria,4,12.703125,-8.703125,0,,102372779.0,5403.1533,8,34,year mean fallback: missing economic predictors
1996,NGR,NGA,Nigeria,6,10.645569620253164,-4.6455696202531644,2,,113754783.0,4869.8213,9,38,year mean fallback: missing economic predictors
2000,NGR,NGA,Nigeria,3,7.748129823125885,-4.748129823125885,1,125799101562.0,126382490.0,4889.0034,8,37,year OLS: log_gdp_total + log_population + sports_entered
2004,NGR,NGA,Nigeria,2,9.12999099301209,-7.12999099301209,0,321281781250.0,141057045.0,6275.299,10,31,year OLS: log_gdp_total + log_population + sports_entered
2008,NGR,NGA,Nigeria,4,10.788323391901427,-6.788323391901427,0,715066187500.0,157595014.0,7215.7695,10,36,year OLS: log_gdp_total + log_population + sports_entered
2016,NGR,NGA,Nigeria,1,9.770705717049216,-8.770705717049216,0,1125466500000.0,195443698.0,8534.692,10,36,year OLS: log_gdp_total + log_population + sports_entered
2020,NGR,NGA,Nigeria,2,6.869185742526745,-4.869185742526745,0,1201806875000.0,213996185.0,7664.211,10,31,year OLS: log_gdp_total + log_population + sports_entered
1972,PRK,PRK,North Korea,5,19.53191489361702,-14.53191489361702,1,,15975065.0,,10,23,year mean fallback: missing economic predictors
1976,PRK,PRK,North Korea,2,25.0,-23.0,1,,17243455.0,,8,21,year mean fallback: missing economic predictors
1980,PRK,PRK,North Korea,5,17.52777777777778,-12.527777777777779,0,,18236783.0,,8,40,year mean fallback: missing economic predictors
1992,PRK,PRK,North Korea,9,12.703125,-3.703125,4,,21750912.0,,12,53,year mean fallback: missing economic predictors
1996,PRK,PRK,North Korea,5,10.645569620253164,-5.6455696202531644,2,,22895753.0,,9,25,year mean fallback: missing economic predictors
2000,PRK,PRK,North Korea,4,11.5625,-7.5625,0,,23665909.0,,10,34,year mean fallback: missing economic predictors
2004,PRK,PRK,North Korea,5,12.527027027027026,-7.527027027027026,0,,24254946.0,,9,34,year mean fallback: missing economic predictors
2008,PRK,PRK,North Korea,6,11.127906976744185,-5.127906976744185,2,,24764620.0,,12,38,year mean fallback: missing economic predictors
2012,PRK,PRK,North Korea,6,11.31764705882353,-5.31764705882353,4,,25211737.0,,11,27,year mean fallback: missing economic predictors
2016,PRK,PRK,North Korea,7,11.313953488372093,-4.313953488372093,2,,25698325.0,,9,28,year mean fallback: missing economic predictors
2024,PRK,PRK,North Korea,6,11.16304347826087,-5.163043478260869,0,,,,7,16,year mean baseline: insufficient economic matches
2000,MKD,MKD,North Macedonia,1,0.0,1.0,0,18463019531.0,2057254.0,11988.295,5,15,year OLS: log_gdp_total + log_population + sports_entered
2020,MKD,MKD,North Macedonia,1,0.0,1.0,0,36976687500.0,1872021.0,20971.53,7,8,year OLS: log_gdp_total + log_population + sports_entered
1900,NOR,NOR,Norway,5,12.125,-7.125,0,,2232623.0,,2,9,year mean baseline: insufficient economic matches
1904,NOR,NOR,Norway,2,23.75,-21.75,2,,2299667.0,,2,6,year mean baseline: insufficient economic matches
1906,NOR,NOR,Norway,2,14.38888888888889,-12.38888888888889,1,,2330932.0,,3,12,year mean baseline: insufficient economic matches
1908,NOR,NOR,Norway,8,16.842105263157894,-8.842105263157894,2,,2362621.0,,7,23,year mean baseline: insufficient economic matches
1912,NOR,NOR,Norway,10,16.63157894736842,-6.631578947368421,4,,2443667.0,,14,58,year mean baseline: insufficient economic matches
1920,NOR,NOR,Norway,29,20.272727272727273,8.727272727272727,10,,2642453.0,,16,72,year mean baseline: insufficient economic matches
1924,NOR,NOR,Norway,10,12.612903225806452,-2.612903225806452,5,,2716069.0,,10,43,year mean baseline: insufficient economic matches
1928,NOR,NOR,Norway,4,10.470588235294118,-6.470588235294118,1,,2785643.0,,9,42,year mean baseline: insufficient economic matches
1936,NOR,NOR,Norway,6,13.1875,-7.1875,1,,2920023.0,,12,43,year mean baseline: insufficient economic matches
1948,NOR,NOR,Norway,7,11.552631578947368,-4.552631578947368,1,,3220736.0,,12,50,year mean baseline: insufficient economic matches
1952,NOR,NOR,Norway,5,9.78181985938917,-4.78181985938917,3,40297054687.0,3327839.0,,14,72,year OLS: log_gdp_total + log_population + sports_entered
1956,NOR,NOR,Norway,3,5.739688282686941,-2.7396882826869406,1,46450582031.0,3461074.0,,6,18,year OLS: log_gdp_total + log_population + sports_entered
1960,NOR,NOR,Norway,1,3.205500948579376,-2.205500948579376,1,50753246093.0,3581119.0,,11,39,year OLS: log_gdp_total + log_population + sports_entered
1968,NOR,NOR,Norway,2,4.254270350179916,-2.254270350179916,1,72122343750.0,3816089.0,,11,36,year OLS: log_gdp_total + log_population + sports_entered
1972,NOR,NOR,Norway,4,6.535469450395748,-2.5354694503957482,2,73152304687.0,3932913.0,,15,70,year OLS: log_gdp_total + log_population + sports_entered
1976,NOR,NOR,Norway,2,5.492292941952103,-3.492292941952103,1,101630992187.0,4026219.0,,11,44,year OLS: log_gdp_total + log_population + sports_entered
1984,NOR,NOR,Norway,3,15.008450515875804,-12.008450515875804,0,142369750000.0,4139970.0,,17,76,year OLS: log_gdp_total + log_population + sports_entered
1988,NOR,NOR,Norway,5,21.70391822140544,-16.70391822140544,2,137397281250.0,4209470.0,,11,42,year OLS: log_gdp_total + log_population + sports_entered
1992,NOR,NOR,Norway,7,10.896357841423876,-3.8963578414238764,2,164868125000.0,4286255.0,60333.45,17,64,year OLS: log_gdp_total + log_population + sports_entered
1996,NOR,NOR,Norway,7,7.770243487552822,-0.7702434875528219,2,209251781250.0,4381137.0,69764.38,16,65,year OLS: log_gdp_total + log_population + sports_entered
2000,NOR,NOR,Norway,10,6.863508726939282,3.1364912730607184,4,289721968750.0,4490864.0,77587.21,15,54,year OLS: log_gdp_total + log_population + sports_entered
2004,NOR,NOR,Norway,6,4.24989008061476,1.75010991938524,5,331099031250.0,4591739.0,82440.95,12,35,year OLS: log_gdp_total + log_population + sports_entered
2008,NOR,NOR,Norway,9,5.533153106587342,3.466846893412658,3,507791625000.0,4768097.0,86379.664,15,49,year OLS: log_gdp_total + log_population + sports_entered
2012,NOR,NOR,Norway,4,9.724098297678221,-5.724098297678221,2,545190187500.0,5018453.0,84237.15,15,46,year OLS: log_gdp_total + log_population + sports_entered
2016,NOR,NOR,Norway,4,5.88476977148809,-1.8847697714880898,0,409242406250.0,5235974.0,85787.62,13,53,year OLS: log_gdp_total + log_population + sports_entered
2020,NOR,NOR,Norway,8,9.74475567948144,-1.7447556794814396,4,477676750000.0,5379275.0,86096.055,18,60,year OLS: log_gdp_total + log_population + sports_entered
2024,NOR,NOR,Norway,8,11.16304347826087,-3.163043478260869,4,,,91105.25,21,58,year mean baseline: insufficient economic matches
1956,PAK,PAK,Pakistan,1,0.0,1.0,0,59380195312.0,41113927.0,,8,43,year OLS: log_gdp_total + log_population + sports_entered
1960,PAK,PAK,Pakistan,2,3.163617451891665,-1.1636174518916649,1,64305679687.0,45709314.0,,7,35,year OLS: log_gdp_total + log_population + sports_entered
1964,PAK,PAK,Pakistan,1,3.015755283926948,-2.015755283926948,0,82082343750.0,50799995.0,,7,29,year OLS: log_gdp_total + log_population + sports_entered
1968,PAK,PAK,Pakistan,1,6.30801051545102,-5.30801051545102,1,106593054687.0,56810512.0,,2,3,year OLS: log_gdp_total + log_population + sports_entered
1972,PAK,PAK,Pakistan,1,7.922081496831659,-6.922081496831659,0,132201156250.0,63583192.0,,5,12,year OLS: log_gdp_total + log_population + sports_entered
1976,PAK,PAK,Pakistan,1,7.832816720494737,-6.832816720494737,0,158230578125.0,71620249.0,,5,9,year OLS: log_gdp_total + log_population + sports_entered
1984,PAK,PAK,Pakistan,1,6.167890129126973,-5.167890129126973,1,245819890625.0,95164940.0,,5,15,year OLS: log_gdp_total + log_population + sports_entered
1988,PAK,PAK,Pakistan,1,14.928315844090363,-13.928315844090363,0,307281562500.0,108724740.0,,6,15,year OLS: log_gdp_total + log_population + sports_entered
1992,PAK,PAK,Pakistan,1,4.377805186378776,-3.377805186378776,0,350831843750.0,123546855.0,3404.1213,5,12,year OLS: log_gdp_total + log_population + sports_entered
2024,PAK,PAK,Pakistan,1,11.16304347826087,-10.16304347826087,1,,,5500.3237,3,9,year mean baseline: insufficient economic matches
1948,PAN,PAN,Panama,2,11.552631578947368,-9.552631578947368,0,,819322.0,,1,2,year mean baseline: insufficient economic matches
2008,PAN,PAN,Panama,1,0.0,1.0,1,58053812500.0,3500646.0,21867.818,3,5,year OLS: log_gdp_total + log_population + sports_entered
2024,PAN,PAN,Panama,1,11.16304347826087,-10.16304347826087,0,,,36394.918,6,13,year mean baseline: insufficient economic matches
2004,PAR,PRY,Paraguay,1,0.0,1.0,0,46611882812.0,5388181.0,10187.194,4,6,year OLS: log_gdp_total + log_population + sports_entered
1948,PER,PER,Peru,1,11.552631578947368,-10.552631578947368,1,,7379592.0,,7,26,year mean baseline: insufficient economic matches
1984,PER,PER,Peru,1,1.2307623016947535,-0.23076230169475354,0,88142742187.0,19174717.0,,10,29,year OLS: log_gdp_total + log_population + sports_entered
1988,PER,PER,Peru,1,7.208343858964355,-6.208343858964355,0,107937289062.0,21054704.0,,7,15,year OLS: log_gdp_total + log_population + sports_entered
1992,PER,PER,Peru,1,4.050214538224072,-3.050214538224072,0,97202734375.0,22946345.0,6161.6357,9,18,year OLS: log_gdp_total + log_population + sports_entered
2024,PER,PER,Peru,1,11.16304347826087,-10.16304347826087,0,,,15661.75,10,21,year mean baseline: insufficient economic matches
1928,PHI,PHL,Philippines,1,10.470588235294118,-9.470588235294118,0,,11022388.0,,2,6,year mean baseline: insufficient economic matches
1932,PHI,PHL,Philippines,3,13.214285714285714,-10.214285714285714,0,,12027632.0,,3,7,year mean baseline: insufficient economic matches
1936,PHI,PHL,Philippines,1,13.1875,-12.1875,0,,13180009.0,,6,20,year mean baseline: insufficient economic matches
1964,PHI,PHL,Philippines,1,4.58556304807913,-3.5855630480791296,0,74584007812.0,31643038.0,,10,45,year OLS: log_gdp_total + log_population + sports_entered
1988,PHI,PHL,Philippines,1,9.127907823027837,-8.127907823027837,0,235018296875.0,59739056.0,,11,40,year OLS: log_gdp_total + log_population + sports_entered
1992,PHI,PHL,Philippines,1,7.726754896875876,-6.726754896875876,0,300208531250.0,65926130.0,4293.7183,9,29,year OLS: log_gdp_total + log_population + sports_entered
1996,PHI,PHL,Philippines,1,0.6153666726055178,0.3846333273944822,0,421119218750.0,72190237.0,4631.772,6,18,year OLS: log_gdp_total + log_population + sports_entered
2016,PHI,PHL,Philippines,1,6.274833156591686,-5.274833156591686,0,891891062500.0,106735721.0,8131.825,8,13,year OLS: log_gdp_total + log_population + sports_entered
2020,PHI,PHL,Philippines,4,6.859892581546815,-2.8598925815468146,1,958320000000.0,112081270.0,8455.185,11,26,year OLS: log_gdp_total + log_population + sports_entered
2024,PHI,PHL,Philippines,4,11.16304347826087,-7.163043478260869,2,,,10375.94,9,31,year mean baseline: insufficient economic matches
1924,POL,POL,Poland,2,12.612903225806452,-10.612903225806452,0,,24991189.0,,10,38,year mean baseline: insufficient economic matches
1928,POL,POL,Poland,7,10.470588235294118,-3.4705882352941178,2,,26672178.0,,11,44,year mean baseline: insufficient economic matches
1932,POL,POL,Poland,9,13.214285714285714,-4.2142857142857135,3,,27894531.0,,4,21,year mean baseline: insufficient economic matches
1936,POL,POL,Poland,9,13.1875,-4.1875,0,,28599922.0,,15,55,year mean baseline: insufficient economic matches
1948,POL,POL,Poland,2,11.552631578947368,-9.552631578947368,1,,25194625.0,,5,28,year mean baseline: insufficient economic matches
1952,POL,POL,Poland,4,11.186046511627907,-7.186046511627907,1,,25672466.0,,11,74,year mean fallback: missing economic predictors
1956,POL,POL,Poland,9,12.289473684210526,-3.2894736842105257,1,,27535570.0,,9,48,year mean fallback: missing economic predictors
1960,POL,POL,Poland,21,10.477272727272727,10.522727272727273,4,,29575967.0,,17,108,year mean fallback: missing economic predictors
1964,POL,POL,Poland,23,12.21951219512195,10.78048780487805,7,,30993140.0,,12,87,year mean fallback: missing economic predictors
1968,POL,POL,Poland,18,15.813953488372093,2.1860465116279073,5,,32078388.0,,16,112,year mean fallback: missing economic predictors
1972,POL,POL,Poland,21,26.725759252113164,-5.725759252113164,7,239105718750.0,33041993.0,,22,150,year OLS: log_gdp_total + log_population + sports_entered
1976,POL,POL,Poland,26,14.090913392192869,11.909086607807131,7,291389812500.0,34296611.0,,18,116,year OLS: log_gdp_total + log_population + sports_entered
1980,POL,POL,Poland,32,30.71510131788727,1.284898682112729,3,276907406250.0,35576518.0,,21,162,year OLS: log_gdp_total + log_population + sports_entered
1988,POL,POL,Poland,16,14.1835198962591,1.8164801037409006,2,388618687500.0,37817863.0,,19,105,year OLS: log_gdp_total + log_population + sports_entered
1992,POL,POL,Poland,19,21.61714542124294,-2.6171454212429417,3,408165937500.0,38233636.0,12141.235,21,136,year OLS: log_gdp_total + log_population + sports_entered
1996,POL,POL,Poland,17,22.757452782335513,-5.757452782335513,7,548337250000.0,38359164.0,15083.098,20,126,year OLS: log_gdp_total + log_population + sports_entered
2000,POL,POL,Poland,14,20.5581718102935,-6.558171810293501,6,659917812500.0,38258077.0,18566.355,20,133,year OLS: log_gdp_total + log_population + sports_entered
2004,POL,POL,Poland,10,21.105323594681224,-11.105323594681224,3,701643062500.0,38167568.0,20878.654,21,124,year OLS: log_gdp_total + log_population + sports_entered
2008,POL,POL,Poland,10,24.017154678187524,-14.017154678187524,3,862682125000.0,37995902.0,25553.906,23,165,year OLS: log_gdp_total + log_population + sports_entered
2012,POL,POL,Poland,10,25.30420457895643,-15.30420457895643,2,1097922875000.0,38247867.0,28952.916,24,148,year OLS: log_gdp_total + log_population + sports_entered
2016,POL,POL,Poland,11,22.751542100446123,-11.751542100446123,2,1179819500000.0,38263260.0,32675.305,24,144,year OLS: log_gdp_total + log_population + sports_entered
2020,POL,POL,Poland,14,23.930585515554082,-9.930585515554082,4,1365882000000.0,38171005.0,37852.8,28,137,year OLS: log_gdp_total + log_population + sports_entered
2024,POL,POL,Poland,10,11.16304347826087,-1.1630434782608692,1,,,45153.043,28,134,year mean baseline: insufficient economic matches
1924,POR,PRT,Portugal,1,12.612903225806452,-11.612903225806452,0,,6311847.0,,8,16,year mean baseline: insufficient economic matches
1928,POR,PRT,Portugal,1,10.470588235294118,-9.470588235294118,0,,6616872.0,,8,14,year mean baseline: insufficient economic matches
1936,POR,PRT,Portugal,1,13.1875,-12.1875,0,,7295617.0,,5,10,year mean baseline: insufficient economic matches
1948,POR,PRT,Portugal,2,11.552631578947368,-9.552631578947368,0,,8271739.0,,8,22,year mean baseline: insufficient economic matches
1952,POR,PRT,Portugal,1,0.0,1.0,0,31081148437.0,8523424.0,,10,45,year OLS: log_gdp_total + log_population + sports_entered
1960,POR,PRT,Portugal,1,1.5819963175400547,-0.5819963175400547,0,43962886718.0,8873223.0,,11,52,year OLS: log_gdp_total + log_population + sports_entered
1976,POR,PRT,Portugal,2,6.49492171078132,-4.49492171078132,0,106907765625.0,9310263.0,,6,27,year OLS: log_gdp_total + log_population + sports_entered
1984,POR,PRT,Portugal,3,6.562182542225487,-3.5621825422254867,1,117709796875.0,9956893.0,,11,32,year OLS: log_gdp_total + log_population + sports_entered
1988,POR,PRT,Portugal,1,12.693540694489418,-11.693540694489418,1,151972562500.0,10004588.0,,14,59,year OLS: log_gdp_total + log_population + sports_entered
1996,POR,PRT,Portugal,2,15.278936615653318,-13.278936615653318,1,212445828125.0,10067655.0,30378.756,18,79,year OLS: log_gdp_total + log_population + sports_entered
2000,POR,PRT,Portugal,2,6.366140014111699,-4.366140014111699,0,270447937500.0,10283196.0,35069.83,13,50,year OLS: log_gdp_total + log_population + sports_entered
2004,POR,PRT,Portugal,3,10.766796481892026,-7.766796481892026,0,267850812500.0,10481386.0,35658.13,16,63,year OLS: log_gdp_total + log_population + sports_entered
2008,POR,PRT,Portugal,2,10.234446498658006,-8.234446498658006,1,318148031250.0,10564086.0,37291.504,16,65,year OLS: log_gdp_total + log_population + sports_entered
2012,POR,PRT,Portugal,1,8.772844276292819,-7.772844276292819,0,329166906250.0,10513155.0,34804.633,14,75,year OLS: log_gdp_total + log_population + sports_entered
2016,POR,PRT,Portugal,1,10.854284883302977,-9.854284883302977,0,332627062500.0,10346377.0,36636.297,17,61,year OLS: log_gdp_total + log_population + sports_entered
2020,POR,PRT,Portugal,4,14.187161876232345,-10.187161876232345,1,335420062500.0,10370519.0,36852.23,22,65,year OLS: log_gdp_total + log_population + sports_entered
2024,POR,PRT,Portugal,4,11.16304347826087,-7.163043478260869,1,,,42197.203,19,65,year mean baseline: insufficient economic matches
1948,PUR,PRI,Puerto Rico,1,11.552631578947368,-10.552631578947368,0,,,,3,8,year mean baseline: insufficient economic matches
1976,PUR,PRI,Puerto Rico,1,25.0,-24.0,0,,3014962.0,,12,74,year mean fallback: missing economic predictors
1984,PUR,PRI,Puerto Rico,2,14.574468085106384,-12.574468085106384,0,,3367197.0,,13,45,year mean fallback: missing economic predictors
1992,PUR,PRI,Puerto Rico,1,12.703125,-11.703125,0,,3606393.0,28219.115,12,57,year mean fallback: missing economic predictors
1996,PUR,PRI,Puerto Rico,1,10.645569620253164,-9.645569620253164,0,,3719955.0,31677.23,16,60,year mean fallback: missing economic predictors
2012,PUR,PRI,Puerto Rico,2,11.31764705882353,-9.31764705882353,0,,3646423.0,41347.453,8,25,year mean fallback: missing economic predictors
