year,noc,iso3,country_name,total_medals,expected_medals,medal_overperformance,gold_medals,gdp_total,population,gdp_per_capita,sports_entered,events_entered,model_note
1996,SLO,SVN,Slovenia,2,0.0,2.0,0,48906992187.0,1986792.0,25454.125,8,34,year OLS: log_gdp_total + log_population + sports_entered
2000,SLO,SVN,Slovenia,2,4.280924617618967,-2.2809246176189673,2,53002281250.0,1986817.0,30055.572,13,53,year OLS: log_gdp_total + log_population + sports_entered
2004,SLO,SVN,Slovenia,4,0.0,4.0,0,58276855468.0,1993548.0,34298.13,10,66,year OLS: log_gdp_total + log_population + sports_entered
2008,SLO,SVN,Slovenia,5,0.0,5.0,1,71087007812.0,2025090.0,41278.61,11,60,year OLS: log_gdp_total + log_population + sports_entered
2012,SLO,SVN,Slovenia,4,4.8701357316386655,-0.8701357316386655,1,69244335937.0,2053322.0,37033.766,15,68,year OLS: log_gdp_total + log_population + sports_entered
2016,SLO,SVN,Slovenia,4,0.13733016068023574,3.8626698393197643,1,69560601562.0,2061379.0,39667.457,12,45,year OLS: log_gdp_total + log_population + sports_entered
2020,SLO,SVN,Slovenia,5,5.120104587768044,-0.12010458776804356,3,80255414062.0,2102421.0,42463.562,17,43,year OLS: log_gdp_total + log_population + sports_entered
2024,SLO,SVN,Slovenia,3,11.16304347826087,-8.16304347826087,2,,,48648.906,17,54,year mean baseline: insufficient economic matches
1908,RSA,ZAF,South Africa,2,16.842105263157894,-14.842105263157894,1,,5893599.0,,4,15,year mean baseline: insufficient economic matches
1912,RSA,ZAF,South Africa,6,16.63157894736842,-10.631578947368421,4,,6295888.0,,6,21,year mean baseline: insufficient economic matches
1920,RSA,ZAF,South Africa,10,20.272727272727273,-10.272727272727273,3,,7168076.0,,7,34,year mean baseline: insufficient economic matches
1924,RSA,ZAF,South Africa,3,12.612903225806452,-9.612903225806452,1,,7765470.0,,7,25,year mean baseline: insufficient economic matches
1928,RSA,ZAF,South Africa,3,10.470588235294118,-7.470588235294118,1,,8439158.0,,7,25,year mean baseline: insufficient economic matches
1932,RSA,ZAF,South Africa,5,13.214285714285714,-8.214285714285714,2,,9156043.0,,4,18,year mean baseline: insufficient economic matches
1936,RSA,ZAF,South Africa,1,13.1875,-12.1875,0,,9917969.0,,6,27,year mean baseline: insufficient economic matches
1948,RSA,ZAF,South Africa,6,11.552631578947368,-5.552631578947368,2,,12507304.0,,10,34,year mean baseline: insufficient economic matches
1952,RSA,ZAF,South Africa,10,8.014105132175104,1.9858948678248964,2,84666882812.0,13595546.0,,13,59,year OLS: log_gdp_total + log_population + sports_entered
1956,RSA,ZAF,South Africa,4,10.580272496037917,-6.580272496037917,0,112091414062.0,14880686.0,,10,50,year OLS: log_gdp_total + log_population + sports_entered
1960,RSA,ZAF,South Africa,3,9.209724289272474,-6.209724289272474,0,126370625000.0,16440175.0,,12,46,year OLS: log_gdp_total + log_population + sports_entered
1992,RSA,ZAF,South Africa,2,19.373880079282653,-17.373880079282653,0,401177500000.0,42443510.0,10053.61,19,87,year OLS: log_gdp_total + log_population + sports_entered
1996,RSA,ZAF,South Africa,5,12.796603469874384,-7.796603469874384,3,483305281250.0,45123023.0,10623.86,14,62,year OLS: log_gdp_total + log_population + sports_entered
2000,RSA,ZAF,South Africa,5,16.65619225177073,-11.65619225177073,0,533601187500.0,47159715.0,11183.825,17,68,year OLS: log_gdp_total + log_population + sports_entered
2004,RSA,ZAF,South Africa,6,20.283335419234337,-14.283335419234337,1,645257500000.0,48991420.0,12341.21,20,68,year OLS: log_gdp_total + log_population + sports_entered
2008,RSA,ZAF,South Africa,1,20.874268549667207,-19.874268549667207,0,802157750000.0,51114595.0,14297.688,20,89,year OLS: log_gdp_total + log_population + sports_entered
2012,RSA,ZAF,South Africa,6,16.660488176811327,-10.660488176811327,3,855225812500.0,53782570.0,14563.763,17,65,year OLS: log_gdp_total + log_population + sports_entered
2016,RSA,ZAF,South Africa,10,12.965705419138859,-2.9657054191388585,2,874627125000.0,57259550.0,14501.281,15,70,year OLS: log_gdp_total + log_population + sports_entered
2020,RSA,ZAF,South Africa,3,18.421057495024655,-15.421057495024655,1,772349625000.0,60562374.0,13250.566,23,73,year OLS: log_gdp_total + log_population + sports_entered
2024,RSA,ZAF,South Africa,6,11.16304347826087,-5.163043478260869,1,,,13597.654,24,66,year mean baseline: insufficient economic matches
1948,KOR,KOR,South Korea,2,11.552631578947368,-9.552631578947368,0,,19115242.0,,7,24,year mean baseline: insufficient economic matches
1952,KOR,KOR,South Korea,2,11.186046511627907,-9.186046511627907,0,,20229880.0,,6,16,year mean fallback: missing economic predictors
1956,KOR,KOR,South Korea,2,0.0,2.0,0,30243361328.0,22874441.0,,7,23,year OLS: log_gdp_total + log_population + sports_entered
1964,KOR,KOR,South Korea,3,5.096569515589,-2.0965695155889996,0,46259722656.0,28744980.0,,17,93,year OLS: log_gdp_total + log_population + sports_entered
1968,KOR,KOR,South Korea,2,5.880684155436861,-3.880684155436861,0,65142199218.0,31175295.0,,11,43,year OLS: log_gdp_total + log_population + sports_entered
1972,KOR,KOR,South Korea,1,8.11324444505787,-7.11324444505787,0,107390375000.0,33936470.0,,8,24,year OLS: log_gdp_total + log_population + sports_entered
1976,KOR,KOR,South Korea,6,13.753620058919969,-7.753620058919969,1,196542531250.0,36379928.0,,5,27,year OLS: log_gdp_total + log_population + sports_entered
1984,KOR,KOR,South Korea,19,21.938676666759463,-2.938676666759463,6,331099593750.0,40598302.0,,19,96,year OLS: log_gdp_total + log_population + sports_entered
1988,KOR,KOR,South Korea,33,10.68480838555784,22.31519161444216,12,542450187500.0,42922980.0,,27,218,year OLS: log_gdp_total + log_population + sports_entered
1992,KOR,KOR,South Korea,28,26.51497929119333,1.485020708806669,12,834731875000.0,44653699.0,16613.49,24,134,year OLS: log_gdp_total + log_population + sports_entered
1996,KOR,KOR,South Korea,27,30.568438913962233,-3.5684389139622326,7,1296139000000.0,45638701.0,22139.797,25,160,year OLS: log_gdp_total + log_population + sports_entered
2000,KOR,KOR,South Korea,28,29.8062724877081,-1.8062724877080996,8,1344857125000.0,46766660.0,26404.158,26,144,year OLS: log_gdp_total + log_population + sports_entered
2004,KOR,KOR,South Korea,30,27.74090764518302,2.2590923548169783,9,1663258000000.0,47697076.0,31579.527,25,149,year OLS: log_gdp_total + log_population + sports_entered
2008,KOR,KOR,South Korea,31,29.895256324152037,1.1047436758479634,13,1985026000000.0,48356485.0,37064.152,27,142,year OLS: log_gdp_total + log_population + sports_entered
2012,KOR,KOR,South Korea,28,28.035551493446608,-0.03555149344660791,13,2085039750000.0,49599580.0,41537.67,25,140,year OLS: log_gdp_total + log_population + sports_entered
2016,KOR,KOR,South Korea,21,26.652135347467524,-5.652135347467524,9,2362046000000.0,51297836.0,46088.242,26,117,year OLS: log_gdp_total + log_population + sports_entered
2020,KOR,KOR,South Korea,20,28.36088854413213,-8.36088854413213,6,2665119500000.0,51858481.0,49374.094,31,120,year OLS: log_gdp_total + log_population + sports_entered
2024,KOR,KOR,South Korea,32,11.16304347826087,20.836956521739133,13,,,55070.938,23,104,year mean baseline: insufficient economic matches
1952,URS,URS,Soviet Union,70,11.186046511627907,58.81395348837209,22,,,,18,141,year mean fallback: missing economic predictors
1956,URS,URS,Soviet Union,98,12.289473684210526,85.71052631578948,37,,,,18,141,year mean fallback: missing economic predictors
1960,URS,URS,Soviet Union,103,10.477272727272727,92.52272727272728,43,,,,17,145,year mean fallback: missing economic predictors
1964,URS,URS,Soviet Union,93,12.21951219512195,80.78048780487805,30,,,,19,154,year mean fallback: missing economic predictors
1968,URS,URS,Soviet Union,91,15.813953488372093,75.18604651162791,29,,,,18,164,year mean fallback: missing economic predictors
1972,URS,URS,Soviet Union,99,19.53191489361702,79.46808510638297,50,,,,22,180,year mean fallback: missing economic predictors
1976,URS,URS,Soviet Union,125,25.0,100.0,49,,,,22,189,year mean fallback: missing economic predictors
1980,URS,URS,Soviet Union,195,17.52777777777778,177.47222222222223,80,,,,23,202,year mean fallback: missing economic predictors
1988,URS,URS,Soviet Union,131,22.823529411764707,108.17647058823529,54,,,,27,221,year mean fallback: missing economic predictors
1900,ESP,ESP,Spain,1,12.125,-11.125,1,,18592411.0,,4,7,year mean baseline: insufficient economic matches
1920,ESP,ESP,Spain,2,20.272727272727273,-18.272727272727273,0,,21275357.0,,7,29,year mean baseline: insufficient economic matches
1928,ESP,ESP,Spain,1,10.470588235294118,-9.470588235294118,1,,22987751.0,,10,34,year mean baseline: insufficient economic matches
1932,ESP,ESP,Spain,1,13.214285714285714,-12.214285714285714,0,,23893132.0,,3,4,year mean baseline: insufficient economic matches
1948,ESP,ESP,Spain,1,11.552631578947368,-10.552631578947368,0,,27588824.0,,11,37,year mean baseline: insufficient economic matches
1952,ESP,ESP,Spain,1,7.083098422085958,-6.083098422085958,0,149063968750.0,28406044.0,,7,21,year OLS: log_gdp_total + log_population + sports_entered
1960,ESP,ESP,Spain,1,13.195821620378718,-12.195821620378718,0,217251500000.0,30404938.0,,16,83,year OLS: log_gdp_total + log_population + sports_entered
1972,ESP,ESP,Spain,1,24.52964324884221,-23.52964324884221,0,504310312500.0,34539861.0,,17,59,year OLS: log_gdp_total + log_population + sports_entered
1976,ESP,ESP,Spain,2,28.879225813162243,-26.879225813162243,0,598451875000.0,36176273.0,,14,68,year OLS: log_gdp_total + log_population + sports_entered
1980,ESP,ESP,Spain,6,25.115375683203823,-19.115375683203823,1,675239250000.0,37537560.0,,18,75,year OLS: log_gdp_total + log_population + sports_entered
1984,ESP,ESP,Spain,5,31.795173479488096,-26.795173479488096,1,592104500000.0,38437483.0,,23,104,year OLS: log_gdp_total + log_population + sports_entered
1988,ESP,ESP,Spain,4,20.66543412066652,-16.66543412066652,1,720640125000.0,38952258.0,,24,130,year OLS: log_gdp_total + log_population + sports_entered
1992,ESP,ESP,Spain,22,32.43106496095361,-10.431064960953613,13,882175250000.0,39420344.0,32641.082,29,195,year OLS: log_gdp_total + log_population + sports_entered
1996,ESP,ESP,Spain,17,25.05941294523267,-8.059412945232669,5,1026343500000.0,40237375.0,34232.38,22,157,year OLS: log_gdp_total + log_population + sports_entered
2000,ESP,ESP,Spain,11,31.09794151604357,-20.09794151604357,3,1312696750000.0,41019772.0,39945.9,27,165,year OLS: log_gdp_total + log_population + sports_entered
2004,ESP,ESP,Spain,20,29.868191080614984,-9.868191080614984,3,1469505000000.0,43234562.0,42793.39,27,155,year OLS: log_gdp_total + log_population + sports_entered
2008,ESP,ESP,Spain,18,32.634316349837675,-14.634316349837675,5,1872124250000.0,46235055.0,44926.348,29,147,year OLS: log_gdp_total + log_population + sports_entered
2012,ESP,ESP,Spain,17,30.182081742167103,-13.182081742167103,3,1774183250000.0,47018323.0,41034.047,27,135,year OLS: log_gdp_total + log_population + sports_entered
2016,ESP,ESP,Spain,17,28.315437743341526,-11.315437743341526,7,1923510875000.0,46732768.0,44274.668,28,146,year OLS: log_gdp_total + log_population + sports_entered
2020,ESP,ESP,Spain,17,32.999162544598605,-15.999162544598605,3,1863857875000.0,47679482.0,41553.45,36,146,year OLS: log_gdp_total + log_population + sports_entered
2024,ESP,ESP,Spain,18,11.16304347826087,6.836956521739131,5,,,48460.293,39,150,year mean baseline: insufficient economic matches
1948,SRI,LKA,Sri Lanka,1,11.552631578947368,-10.552631578947368,0,,7593333.0,,2,9,year mean baseline: insufficient economic matches
2000,SRI,LKA,Sri Lanka,1,0.0,1.0,0,101205304687.0,19293056.0,6428.6133,4,16,year OLS: log_gdp_total + log_population + sports_entered
2008,SUD,SDN,Sudan,1,0.0,1.0,0,131685171875.0,33623980.0,4446.4097,2,8,year OLS: log_gdp_total + log_population + sports_entered
1988,SUR,SUR,Suriname,1,0.0,1.0,1,2878603027.0,402231.0,,4,10,year OLS: log_gdp_total + log_population + sports_entered
1992,SUR,SUR,Suriname,1,0.0,1.0,0,3431732421.0,417602.0,17455.125,3,7,year OLS: log_gdp_total + log_population + sports_entered
1900,SWE,SWE,Sweden,2,12.125,-10.125,1,,5123503.0,,4,16,year mean baseline: insufficient economic matches
1906,SWE,SWE,Sweden,14,14.38888888888889,-0.3888888888888893,2,,5323091.0,,8,37,year mean baseline: insufficient economic matches
1908,SWE,SWE,Sweden,25,16.842105263157894,8.157894736842106,8,,5390772.0,,14,67,year mean baseline: insufficient economic matches
1912,SWE,SWE,Sweden,65,16.63157894736842,48.368421052631575,24,,5542751.0,,16,95,year mean baseline: insufficient economic matches
1920,SWE,SWE,Sweden,64,20.272727272727273,43.72727272727273,19,,5876734.0,,18,100,year mean baseline: insufficient economic matches
1924,SWE,SWE,Sweden,29,12.612903225806452,16.387096774193548,4,,5989178.0,,15,84,year mean baseline: insufficient economic matches
1928,SWE,SWE,Sweden,25,10.470588235294118,14.529411764705882,7,,6091819.0,,11,66,year mean baseline: insufficient economic matches
1932,SWE,SWE,Sweden,24,13.214285714285714,10.785714285714286,10,,6188213.0,,12,51,year mean baseline: insufficient economic matches
1936,SWE,SWE,Sweden,21,13.1875,7.8125,6,,6278071.0,,17,84,year mean baseline: insufficient economic matches
1948,SWE,SWE,Sweden,46,11.552631578947368,34.44736842105263,17,,6892068.0,,18,100,year mean baseline: insufficient economic matches
1952,SWE,SWE,Sweden,35,15.831650506428765,19.168349493571235,12,87264328125.0,7124674.0,,17,124,year OLS: log_gdp_total + log_population + sports_entered
1956,SWE,SWE,Sweden,19,17.36489534857722,1.635104651422779,8,101086414062.0,7315521.0,,15,80,year OLS: log_gdp_total + log_population + sports_entered
1960,SWE,SWE,Sweden,6,9.17498612799522,-3.1749861279952203,1,114756453125.0,7484597.0,,15,100,year OLS: log_gdp_total + log_population + sports_entered
1964,SWE,SWE,Sweden,8,13.04942899894628,-5.049428998946279,2,143302000000.0,7661190.0,,13,72,year OLS: log_gdp_total + log_population + sports_entered
1968,SWE,SWE,Sweden,4,10.19512308478306,-6.195123084783059,2,161845171875.0,7912123.0,,13,95,year OLS: log_gdp_total + log_population + sports_entered
1972,SWE,SWE,Sweden,16,16.352251892319156,-0.3522518923191562,4,187879015625.0,8122426.0,,18,90,year OLS: log_gdp_total + log_population + sports_entered
1976,SWE,SWE,Sweden,5,13.295920175465586,-8.295920175465586,4,206065781250.0,8222392.0,,16,90,year OLS: log_gdp_total + log_population + sports_entered
1980,SWE,SWE,Sweden,12,20.997961159985554,-8.997961159985554,3,214496062500.0,8310470.0,,18,102,year OLS: log_gdp_total + log_population + sports_entered
1984,SWE,SWE,Sweden,19,21.046643922513155,-2.046643922513155,2,236267343750.0,8336482.0,,19,138,year OLS: log_gdp_total + log_population + sports_entered
1988,SWE,SWE,Sweden,11,16.50682467469943,-5.5068246746994305,0,283427468750.0,8436358.0,,23,113,year OLS: log_gdp_total + log_population + sports_entered
1992,SWE,SWE,Sweden,12,19.242635147280538,-7.242635147280538,1,293293531250.0,8667576.0,39120.926,22,121,year OLS: log_gdp_total + log_population + sports_entered
1996,SWE,SWE,Sweden,8,20.864696492746116,-12.864696492746116,2,335832968750.0,8840330.0,41364.984,22,109,year OLS: log_gdp_total + log_population + sports_entered
2000,SWE,SWE,Sweden,12,20.097417662479003,-8.097417662479003,4,407681625000.0,8872099.0,48284.8,22,92,year OLS: log_gdp_total + log_population + sports_entered
2004,SWE,SWE,Sweden,7,16.081928288357947,-9.081928288357947,4,433580593750.0,8993805.0,52412.41,20,79,year OLS: log_gdp_total + log_population + sports_entered
2008,SWE,SWE,Sweden,5,15.09006492767837,-10.09006492767837,0,486021625000.0,9219903.0,56262.47,20,81,year OLS: log_gdp_total + log_population + sports_entered
2012,SWE,SWE,Sweden,8,18.146962122418348,-10.146962122418348,1,522187406250.0,9519477.0,56682.02,21,81,year OLS: log_gdp_total + log_population + sports_entered
2016,SWE,SWE,Sweden,11,17.16007220107442,-6.160072201074421,2,543302875000.0,9923281.0,59977.387,22,79,year OLS: log_gdp_total + log_population + sports_entered
2020,SWE,SWE,Sweden,9,16.050666415740693,-7.050666415740693,3,600686750000.0,10353682.0,59975.363,23,77,year OLS: log_gdp_total + log_population + sports_entered
2024,SWE,SWE,Sweden,11,11.16304347826087,-0.16304347826086918,4,,,62978.938,21,81,year mean baseline: insufficient economic matches
1896,SUI,CHE,Switzerland,3,12.0,-9.0,1,,3151521.0,,2,5,year mean baseline: insufficient economic matches
1900,SUI,CHE,Switzerland,9,12.125,-3.125,6,,3297641.0,,4,14,year mean baseline: insufficient economic matches
1904,SUI,CHE,Switzerland,3,23.75,-20.75,1,,3462195.0,,2,4,year mean baseline: insufficient economic matches
1906,SUI,CHE,Switzerland,8,14.38888888888889,-6.388888888888889,4,,3548783.0,,3,14,year mean baseline: insufficient economic matches
1912,SUI,CHE,Switzerland,1,16.63157894736842,-15.631578947368421,1,,3755677.0,,2,3,year mean baseline: insufficient economic matches
1920,SUI,CHE,Switzerland,11,20.272727272727273,-9.272727272727273,2,,3870407.0,,13,45,year mean baseline: insufficient economic matches
1924,SUI,CHE,Switzerland,25,12.612903225806452,12.387096774193548,7,,3937429.0,,17,74,year mean baseline: insufficient economic matches
1928,SUI,CHE,Switzerland,17,10.470588235294118,6.529411764705882,7,,4007185.0,,15,70,year mean baseline: insufficient economic matches
1932,SUI,CHE,Switzerland,1,13.214285714285714,-12.214285714285714,0,,4076857.0,,4,9,year mean baseline: insufficient economic matches
1936,SUI,CHE,Switzerland,18,13.1875,4.8125,4,,4146411.0,,21,102,year mean baseline: insufficient economic matches
1948,SUI,CHE,Switzerland,22,11.552631578947368,10.447368421052632,5,,4587228.0,,19,98,year mean baseline: insufficient economic matches
1952,SUI,CHE,Switzerland,14,19.783024220401042,-5.7830242204010425,2,90983710937.0,4811615.0,,17,96,year OLS: log_gdp_total + log_population + sports_entered
1956,SUI,CHE,Switzerland,1,8.111291288710452,-7.1112912887104525,0,115543718750.0,5065624.0,,1,6,year OLS: log_gdp_total + log_population + sports_entered
1960,SUI,CHE,Switzerland,6,10.634803543148655,-4.634803543148655,0,134352796875.0,5327777.0,,16,90,year OLS: log_gdp_total + log_population + sports_entered
1964,SUI,CHE,Switzerland,4,14.650725091487143,-10.650725091487143,1,168949000000.0,5789153.0,,13,51,year OLS: log_gdp_total + log_population + sports_entered
1968,SUI,CHE,Switzerland,5,10.507658535302673,-5.507658535302673,0,190717921875.0,6067657.0,,12,68,year OLS: log_gdp_total + log_population + sports_entered
1972,SUI,CHE,Switzerland,3,15.176686063407397,-12.176686063407397,0,229774812500.0,6261086.0,,17,116,year OLS: log_gdp_total + log_population + sports_entered
1976,SUI,CHE,Switzerland,4,17.23813155807121,-13.23813155807121,1,218238046875.0,6302556.0,,12,41,year OLS: log_gdp_total + log_population + sports_entered
1980,SUI,CHE,Switzerland,2,6.005209348074217,-4.005209348074217,2,243994953125.0,6319848.0,,10,45,year OLS: log_gdp_total + log_population + sports_entered
1984,SUI,CHE,Switzerland,8,21.409580322132598,-13.409580322132598,0,249855421875.0,6442419.0,,18,91,year OLS: log_gdp_total + log_population + sports_entered
1988,SUI,CHE,Switzerland,4,25.339146878589265,-21.339146878589265,0,281201156250.0,6594145.0,,17,83,year OLS: log_gdp_total + log_population + sports_entered
1992,SUI,CHE,Switzerland,1,12.694770548588192,-11.694770548588192,1,308485468750.0,6875049.0,61922.89,17,80,year OLS: log_gdp_total + log_population + sports_entered
1996,SUI,CHE,Switzerland,7,10.663038332838871,-3.6630383328388714,4,331350718750.0,7071885.0,61471.168,17,83,year OLS: log_gdp_total + log_population + sports_entered
2000,SUI,CHE,Switzerland,9,14.603102545911286,-5.603102545911286,1,367589375000.0,7184003.0,67378.39,19,82,year OLS: log_gdp_total + log_population + sports_entered
2004,SUI,CHE,Switzerland,5,14.257074996576987,-9.257074996576987,1,388577718750.0,7384196.0,68263.44,19,83,year OLS: log_gdp_total + log_population + sports_entered
2008,SUI,CHE,Switzerland,7,14.341822754494224,-7.341822754494224,2,527014250000.0,7641730.0,75355.2,20,75,year OLS: log_gdp_total + log_population + sports_entered
2012,SUI,CHE,Switzerland,4,15.716880219188415,-11.716880219188415,2,639513875000.0,7998927.0,74883.62,19,71,year OLS: log_gdp_total + log_population + sports_entered
2016,SUI,CHE,Switzerland,7,11.84833860678911,-4.84833860678911,3,669570875000.0,8374903.0,77301.21,17,80,year OLS: log_gdp_total + log_population + sports_entered
2020,SUI,CHE,Switzerland,13,18.183904475828523,-5.183904475828523,3,715363562500.0,8640582.0,77324.89,25,96,year OLS: log_gdp_total + log_population + sports_entered
2024,SUI,CHE,Switzerland,8,11.16304347826087,-3.163043478260869,1,,,82286.18,22,94,year mean baseline: insufficient economic matches
1960,UAR,UAR,Syria,2,10.477272727272727,-8.477272727272727,0,,,,12,34,year mean fallback: missing economic predictors
1984,SYR,SYR,Syria,1,14.574468085106384,-13.574468085106384,0,,10258406.0,,5,9,year mean fallback: missing economic predictors
1996,SYR,SYR,Syria,1,10.645569620253164,-9.645569620253164,1,,15018110.0,7943.4404,5,8,year mean fallback: missing economic predictors
2004,SYR,SYR,Syria,1,0.0,1.0,0,76102804687.0,18336879.0,8528.656,5,6,year OLS: log_gdp_total + log_population + sports_entered
2020,SYR,SYR,Syria,1,0.0,1.0,0,88746531250.0,21049431.0,4633.3496,6,6,year OLS: log_gdp_total + log_population + sports_entered
1960,TPE,TWN,Taiwan,1,0.0,1.0,0,31169525390.0,11046263.0,,6,18,year OLS: log_gdp_total + log_population + sports_entered
1968,TPE,TWN,Taiwan,1,4.445369664673123,-3.445369664673123,0,69604570312.0,14215584.0,,8,57,year OLS: log_gdp_total + log_population + sports_entered
1984,TPE,TWN,Taiwan,1,16.805255184981206,-15.805255184981206,0,299112687500.0,19306762.0,,12,40,year OLS: log_gdp_total + log_population + sports_entered
1992,TPE,TWN,Taiwan,1,3.6582639014985454,-2.6582639014985454,0,583556375000.0,20982088.0,,7,15,year OLS: log_gdp_total + log_population + sports_entered
1996,TPE,TWN,Taiwan,1,8.369415876873813,-7.369415876873813,0,722440250000.0,21709270.0,,14,63,year OLS: log_gdp_total + log_population + sports_entered
2000,TPE,TWN,Taiwan,5,8.186743646344786,-3.1867436463447856,0,882557000000.0,22332873.0,,14,59,year OLS: log_gdp_total + log_population + sports_entered
2004,TPE,TWN,Taiwan,5,11.623821173722938,-6.623821173722938,2,953019750000.0,22745432.0,,14,52,year OLS: log_gdp_total + log_population + sports_entered
2008,TPE,TWN,Taiwan,4,10.652396339940914,-6.652396339940914,0,1031312062500.0,23086238.0,,15,41,year OLS: log_gdp_total + log_population + sports_entered
2012,TPE,TWN,Taiwan,2,12.100468321906433,-10.100468321906433,0,1141727125000.0,23345963.0,,14,40,year OLS: log_gdp_total + log_population + sports_entered
2016,TPE,TWN,Taiwan,3,15.487904079658456,-12.487904079658456,1,1170722875000.0,23586140.0,,18,46,year OLS: log_gdp_total + log_population + sports_entered
2020,TPE,TWN,Taiwan,12,12.859222985535762,-0.8592229855357623,2,1315642625000.0,23663461.0,,18,61,year OLS: log_gdp_total + log_population + sports_entered
2024,TPE,TWN,Taiwan,7,11.16304347826087,-4.163043478260869,2,,,,17,47,year mean baseline: insufficient economic matches
2008,TJK,TJK,Tajikistan,2,0.0,2.0,0,24387392578.0,7338402.0,2308.0942,8,16,year OLS: log_gdp_total + log_population + sports_entered
2012,TJK,TJK,Tajikistan,1,0.0,1.0,0,34243027343.0,8014087.0,2700.0955,7,16,year OLS: log_gdp_total + log_population + sports_entered
2016,TJK,TJK,Tajikistan,1,0.0,1.0,1,30613433593.0,8865623.0,3169.9668,4,7,year OLS: log_gdp_total + log_population + sports_entered
2024,TJK,TJK,Tajikistan,3,11.16304347826087,-8.16304347826087,0,,,4755.933,6,14,year mean baseline: insufficient economic matches
1980,TAN,TZA,Tanzania,2,0.0,2.0,0,35300582031.0,19189769.0,,3,22,year OLS: log_gdp_total + log_population + sports_entered
1976,THA,THA,Thailand,1,4.927519973203438,-3.927519973203438,0,146600906250.0,41896511.0,,11,33,year OLS: log_gdp_total + log_population + sports_entered
1984,THA,THA,Thailand,1,7.239121844166121,-6.239121844166121,0,242240921875.0,49351711.0,,5,25,year OLS: log_gdp_total + log_population + sports_entered
1988,THA,THA,Thailand,1,23.65557043262949,-22.65557043262949,0,309070812500.0,52969595.0,,4,12,year OLS: log_gdp_total + log_population + sports_entered
1992,THA,THA,Thailand,1,7.876120004827488,-6.876120004827488,0,440077968750.0,56528832.0,9886.899,9,47,year OLS: log_gdp_total + log_population + sports_entered
1996,THA,THA,Thailand,2,6.006468894761051,-4.006468894761051,1,648442750000.0,59920059.0,12456.329,10,42,year OLS: log_gdp_total + log_population + sports_entered
2000,THA,THA,Thailand,3,7.555785602661696,-4.555785602661696,1,538840687500.0,63007815.0,11622.525,11,51,year OLS: log_gdp_total + log_population + sports_entered
2004,THA,THA,Thailand,8,12.254978831146403,-4.254978831146403,3,700528812500.0,65452049.0,13997.001,13,46,year OLS: log_gdp_total + log_population + sports_entered
2008,THA,THA,Thailand,4,10.348982398968765,-6.348982398968765,2,935891250000.0,67619835.0,15891.782,12,43,year OLS: log_gdp_total + log_population + sports_entered
2012,THA,THA,Thailand,3,15.166185645533023,-12.166185645533023,0,1229623625000.0,69436091.0,17869.637,15,37,year OLS: log_gdp_total + log_population + sports_entered
2016,THA,THA,Thailand,6,13.971500947919365,-7.971500947919365,2,1270711500000.0,70859835.0,19370.61,15,45,year OLS: log_gdp_total + log_population + sports_entered
2020,THA,THA,Thailand,2,11.056465208721495,-9.056465208721495,1,1386630625000.0,71641484.0,19957.258,15,33,year OLS: log_gdp_total + log_population + sports_entered
2024,THA,THA,Thailand,6,11.16304347826087,-5.163043478260869,1,,,21740.541,18,45,year mean baseline: insufficient economic matches
2008,TOG,TGO,Togo,1,0.0,1.0,0,11857900390.0,5936140.0,1941.1549,4,4,year OLS: log_gdp_total + log_population + sports_entered
1996,TGA,TGA,Tonga,1,10.645569620253164,-9.645569620253164,0,,,,3,5,year mean fallback: missing economic predictors
1948,TTO,TTO,Trinidad,1,11.552631578947368,-10.552631578947368,0,,612773.0,,3,9,year mean baseline: insufficient economic matches
1952,TTO,TTO,Trinidad,2,0.0,2.0,0,5185110839.0,683442.0,,1,2,year OLS: log_gdp_total + log_population + sports_entered
1960,WIF,WIF,Trinidad,2,10.477272727272727,-8.477272727272727,0,,,,5,13,year mean fallback: missing economic predictors
1964,TTO,TTO,Trinidad,3,0.0,3.0,0,14610892578.0,912972.0,,4,10,year OLS: log_gdp_total + log_population + sports_entered
1976,TTO,TTO,Trinidad,1,0.0,1.0,1,22987738281.0,1066314.0,,3,10,year OLS: log_gdp_total + log_population + sports_entered
1996,TTO,TTO,Trinidad,2,0.0,2.0,0,14926446289.0,1300937.0,14838.902,6,14,year OLS: log_gdp_total + log_population + sports_entered
2000,TTO,TTO,Trinidad,2,0.0,2.0,0,21523378906.0,1319781.0,19637.555,3,18,year OLS: log_gdp_total + log_population + sports_entered
2004,TTO,TTO,Trinidad,1,0.0,1.0,0,30339343750.0,1345386.0,26757.908,4,18,year OLS: log_gdp_total + log_population + sports_entered
2008,TTO,TTO,Trinidad,2,0.0,2.0,1,56942968750.0,1372090.0,35825.332,4,19,year OLS: log_gdp_total + log_population + sports_entered
2012,TTO,TTO,Trinidad,4,0.0,4.0,1,55530398437.0,1403814.0,36903.69,6,22,year OLS: log_gdp_total + log_population + sports_entered
2016,TTO,TTO,Trinidad,1,0.0,1.0,0,43464566406.0,1437031.0,35914.99,8,24,year OLS: log_gdp_total + log_population + sports_entered
1964,TUN,TUN,Tunisia,2,0.0,2.0,0,9982541992.0,4489875.0,,3,9,year OLS: log_gdp_total + log_population + sports_entered
1968,TUN,TUN,Tunisia,2,0.0,2.0,1,11755329101.0,4879909.0,,2,7,year OLS: log_gdp_total + log_population + sports_entered
