year,season,noc,iso3,country_name,total_medals,gold_medals,silver_medals,bronze_medals,weighted_medal_score,population,gdp_total,gdp_per_capita,unique_athletes,sports_entered,events_entered,medals_per_million_people,gold_per_million_people,medals_per_100_athletes,gold_per_100_athletes,medals_per_entered_sport,medals_per_entered_event,weighted_score_per_athlete,weighted_score_per_entered_sport,medals_per_100b_gdp,gold_per_100b_gdp,rank_total_medals,rank_medals_per_million_people,rank_medals_per_100_athletes,rank_medals_per_entered_sport,rank_weighted_score_per_athlete,small_sample_flag,extreme_single_medal_flag,efficiency_label,efficiency_interpretation_note,has_population_match,has_gdp_total_match,economic_data_complete
2008,Summer,RSA,ZAF,South Africa,1,0,1,0,2,51114595.0,802157750000.0,14297.688,179,20,89,0.01956388385743837,0.0,0.5586592178770949,0.0,0.05,0.011235955056179775,0.0111731843575419,0.1,0.12466375846895451,0.0,69.0,80.0,86.0,85.0,84.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2012,Summer,RSA,ZAF,South Africa,6,3,2,1,14,53782570.0,855225812500.0,14563.763,145,17,65,0.11156030661978407,0.055780153309892035,4.137931034482759,2.0689655172413794,0.35294117647058826,0.09230769230769231,0.09655172413793103,0.8235294117647058,0.7015690958228649,0.35078454791143243,34.0,60.0,67.0,43.0,50.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2016,Summer,RSA,ZAF,South Africa,10,2,6,2,20,57259550.0,874627125000.0,14501.281,155,15,70,0.17464335643573867,0.03492867128714774,6.451612903225806,1.2903225806451613,0.6666666666666666,0.14285714285714285,0.12903225806451613,1.3333333333333333,1.1433443708940538,0.2286688741788108,27.0,51.0,41.0,23.0,40.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,RSA,ZAF,South Africa,3,1,2,0,7,60562374.0,772349625000.0,13250.566,211,23,73,0.04953570677397818,0.016511902257992726,1.4218009478672986,0.47393364928909953,0.13043478260869565,0.0410958904109589,0.03317535545023697,0.30434782608695654,0.3884251254734538,0.1294750418244846,60.0,72.0,93.0,85.0,90.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,RSA,ZAF,South Africa,6,1,3,2,11,,,13597.654,141,24,66,,,4.25531914893617,0.7092198581560284,0.25,0.09090909090909091,0.07801418439716312,0.4583333333333333,,,37.0,,79.0,63.0,74.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1948,Summer,KOR,KOR,South Korea,2,0,0,2,2,19115242.0,,,48,7,24,0.10462854720855745,0.0,4.166666666666666,0.0,0.2857142857142857,0.08333333333333333,0.041666666666666664,0.2857142857142857,,,23.0,28.0,21.0,28.0,29.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1952,Summer,KOR,KOR,South Korea,2,0,0,2,2,20229880.0,,,22,6,16,0.09886366107955163,0.0,9.090909090909092,0.0,0.3333333333333333,0.125,0.09090909090909091,0.3333333333333333,,,32.0,35.0,11.0,28.0,17.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1956,Summer,KOR,KOR,South Korea,2,0,1,1,3,22874441.0,30243361328.0,,36,7,23,0.08743383062344562,0.0,5.555555555555555,0.0,0.2857142857142857,0.08695652173913043,0.08333333333333333,0.42857142857142855,6.613021543172034,0.0,25.0,29.0,25.0,28.0,26.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1964,Summer,KOR,KOR,South Korea,3,0,2,1,5,28744980.0,46259722656.0,,240,17,93,0.10436604930669634,0.0,1.25,0.0,0.17647058823529413,0.03225806451612903,0.020833333333333332,0.29411764705882354,6.485123186554368,0.0,23.0,27.0,38.0,33.0,37.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1968,Summer,KOR,KOR,South Korea,2,0,1,1,3,31175295.0,65142199218.0,,66,11,43,0.06415336246216756,0.0,3.0303030303030303,0.0,0.18181818181818182,0.046511627906976744,0.045454545454545456,0.2727272727272727,3.070206446833258,0.0,60.0,66.0,64.0,69.0,64.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1972,Summer,KOR,KOR,South Korea,1,0,1,0,2,33936470.0,107390375000.0,,43,8,24,0.0294668243338214,0.0,2.3255813953488373,0.0,0.125,0.041666666666666664,0.046511627906976744,0.25,0.9311821473758706,0.0,64.0,66.0,65.0,72.0,63.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1976,Summer,KOR,KOR,South Korea,6,1,1,4,9,36379928.0,196542531250.0,,51,5,27,0.1649261098042855,0.027487684967380913,11.76470588235294,1.9607843137254901,1.2,0.2222222222222222,0.17647058823529413,1.8,3.0527743597481525,0.5087957266246921,47.0,57.0,19.0,40.0,19.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1984,Summer,KOR,KOR,South Korea,19,6,6,7,37,40598302.0,331099593750.0,,240,19,96,0.4679998685659316,0.14778943217871526,7.916666666666666,2.5,1.0,0.19791666666666666,0.15416666666666667,1.9473684210526316,5.738454639828443,1.8121435704721398,11.0,19.0,11.0,12.0,12.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1988,Summer,KOR,KOR,South Korea,33,12,10,11,67,42922980.0,542450187500.0,,551,27,218,0.7688189403438438,0.27957052376139774,5.9891107078039925,2.1778584392014517,1.2222222222222223,0.15137614678899083,0.12159709618874773,2.4814814814814814,6.0835078981330435,2.212184690230197,36.0,29.0,49.0,38.0,46.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1992,Summer,KOR,KOR,South Korea,28,12,5,11,57,44653699.0,834731875000.0,16613.49,322,24,134,0.6270477166964377,0.2687347357270447,8.695652173913043,3.7267080745341614,1.1666666666666667,0.208955223880597,0.17701863354037267,2.375,3.3543705276619513,1.4375873689979792,8.0,22.0,12.0,9.0,12.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
1996,Summer,KOR,KOR,South Korea,27,7,15,5,56,45638701.0,1296139000000.0,22139.797,417,25,160,0.5916031659183288,0.15337859857141858,6.474820143884892,1.6786570743405276,1.08,0.16875,0.1342925659472422,2.24,2.083109913365773,0.5400655330948301,8.0,27.0,35.0,13.0,27.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2000,Summer,KOR,KOR,South Korea,28,8,10,10,54,46766660.0,1344857125000.0,26404.158,359,26,144,0.5987171202732886,0.17106203436379677,7.7994428969359335,2.2284122562674096,1.0769230769230769,0.19444444444444445,0.15041782729805014,2.076923076923077,2.0820055513331948,0.5948587289523414,9.0,29.0,25.0,15.0,25.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2004,Summer,KOR,KOR,South Korea,30,9,12,9,60,47697076.0,1663258000000.0,31579.527,344,25,149,0.6289693733007868,0.18869081199023605,8.720930232558139,2.616279069767442,1.2,0.20134228187919462,0.1744186046511628,2.4,1.8036889045475806,0.5411066713642743,9.0,25.0,23.0,12.0,21.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,KOR,KOR,South Korea,31,13,10,8,67,48356485.0,1985026000000.0,37064.152,329,27,142,0.6410722367434274,0.26883674444079214,9.422492401215806,3.951367781155015,1.1481481481481481,0.21830985915492956,0.20364741641337386,2.4814814814814814,1.5616923909308995,0.6549032607129579,8.0,28.0,21.0,12.0,20.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2012,Summer,KOR,KOR,South Korea,28,13,8,7,62,49599580.0,2085039750000.0,41537.67,312,25,140,0.5645209092496348,0.26209899358018757,8.974358974358974,4.166666666666666,1.12,0.2,0.1987179487179487,2.48,1.3429000574209675,0.6234893123740207,9.0,31.0,25.0,12.0,17.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2016,Summer,KOR,KOR,South Korea,21,9,3,9,42,51297836.0,2362046000000.0,46088.242,263,26,117,0.4093739938659401,0.17544599737111718,7.984790874524715,3.4220532319391634,0.8076923076923077,0.1794871794871795,0.1596958174904943,1.6153846153846154,0.8890597388873883,0.38102560238030925,11.0,35.0,31.0,19.0,33.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,KOR,KOR,South Korea,20,6,4,10,36,51858481.0,2665119500000.0,49374.094,338,31,120,0.3856649792731106,0.11569949378193319,5.9171597633136095,1.7751479289940828,0.6451612903225806,0.16666666666666666,0.10650887573964497,1.1612903225806452,0.7504353932347123,0.22513061797041373,13.0,45.0,60.0,24.0,57.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,KOR,KOR,South Korea,32,13,9,10,67,,,55070.938,147,23,104,,,21.768707482993197,8.843537414965986,1.391304347826087,0.3076923076923077,0.4557823129251701,2.9130434782608696,,,9.0,,13.0,7.0,10.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1952,Summer,URS,URS,Soviet Union,70,22,29,19,143,,,,451,18,141,,,15.521064301552107,4.878048780487805,3.888888888888889,0.49645390070921985,0.3170731707317073,7.944444444444445,,,2.0,,6.0,2.0,6.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1956,Summer,URS,URS,Soviet Union,98,37,29,32,201,,,,411,18,141,,,23.844282238442823,9.002433090024331,5.444444444444445,0.6950354609929078,0.48905109489051096,11.166666666666666,,,1.0,,4.0,1.0,4.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1960,Summer,URS,URS,Soviet Union,103,43,29,31,218,,,,414,17,145,,,24.879227053140095,10.38647342995169,6.0588235294117645,0.7103448275862069,0.5265700483091788,12.823529411764707,,,1.0,,2.0,1.0,2.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1964,Summer,URS,URS,Soviet Union,93,30,30,33,183,,,,463,19,154,,,20.086393088552914,6.479481641468683,4.894736842105263,0.6038961038961039,0.3952483801295896,9.631578947368421,,,1.0,,2.0,1.0,2.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1968,Summer,URS,URS,Soviet Union,91,29,32,30,181,,,,471,18,164,,,19.32059447983015,6.1571125265392785,5.055555555555555,0.5548780487804879,0.3842887473460722,10.055555555555555,,,2.0,,5.0,2.0,5.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1972,Summer,URS,URS,Soviet Union,99,50,27,22,226,,,,531,22,180,,,18.64406779661017,9.416195856873824,4.5,0.55,0.4256120527306968,10.272727272727273,,,1.0,,2.0,1.0,1.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1976,Summer,URS,URS,Soviet Union,125,49,41,35,264,,,,574,22,189,,,21.777003484320556,8.536585365853659,5.681818181818182,0.6613756613756614,0.45993031358885017,12.0,,,1.0,,17.0,1.0,17.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1980,Summer,URS,URS,Soviet Union,195,80,69,46,424,,,,660,23,202,,,29.545454545454547,12.121212121212121,8.478260869565217,0.9653465346534653,0.6424242424242425,18.434782608695652,,,1.0,,1.0,1.0,1.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1988,Summer,URS,URS,Soviet Union,131,54,31,46,270,,,,647,27,221,,,20.247295208655334,8.346213292117465,4.851851851851852,0.5927601809954751,0.41731066460587324,10.0,,,1.0,,18.0,17.0,18.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1900,Summer,ESP,ESP,Spain,1,1,0,0,3,18592411.0,,,12,4,7,0.05378538587598994,0.05378538587598994,8.333333333333332,8.333333333333332,0.25,0.14285714285714285,0.25,0.75,,,19.0,21.0,22.0,24.0,19.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1920,Summer,ESP,ESP,Spain,2,0,2,0,4,21275357.0,,,111,7,29,0.09400547309264892,0.0,1.8018018018018018,0.0,0.2857142857142857,0.06896551724137931,0.036036036036036036,0.5714285714285714,,,17.0,20.0,20.0,19.0,20.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1928,Summer,ESP,ESP,Spain,1,1,0,0,3,22987751.0,,,106,10,34,0.043501428217140516,0.043501428217140516,0.9433962264150944,0.9433962264150944,0.1,0.029411764705882353,0.02830188679245283,0.3,,,25.0,28.0,33.0,33.0,31.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1932,Summer,ESP,ESP,Spain,1,0,0,1,1,23893132.0,,,8,3,4,0.04185303123926993,0.0,12.5,0.0,0.3333333333333333,0.25,0.125,0.3333333333333333,,,22.0,24.0,14.0,24.0,24.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,0,0
1948,Summer,ESP,ESP,Spain,1,0,1,0,2,27588824.0,,,84,11,37,0.036246561288730536,0.0,1.1904761904761905,0.0,0.09090909090909091,0.02702702702702703,0.023809523809523808,0.18181818181818182,,,29.0,31.0,35.0,36.0,35.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1952,Summer,ESP,ESP,Spain,1,0,1,0,2,28406044.0,149063968750.0,,42,7,21,0.03520377564718269,0.0,2.380952380952381,0.0,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.2857142857142857,0.6708529287027989,0.0,39.0,39.0,33.0,39.0,31.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1960,Summer,ESP,ESP,Spain,1,0,0,1,1,30404938.0,217251500000.0,,238,16,83,0.03288939447927833,0.0,0.42016806722689076,0.0,0.0625,0.012048192771084338,0.004201680672268907,0.0625,0.4602960163681264,0.0,31.0,36.0,44.0,44.0,44.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1972,Summer,ESP,ESP,Spain,1,0,0,1,1,34539861.0,504310312500.0,,162,17,59,0.028952056292293707,0.0,0.6172839506172839,0.0,0.058823529411764705,0.01694915254237288,0.006172839506172839,0.058823529411764705,0.1982906110015349,0.0,64.0,67.0,77.0,76.0,78.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1976,Summer,ESP,ESP,Spain,2,0,2,0,4,36176273.0,598451875000.0,,160,14,68,0.055284854799719146,0.0,1.25,0.0,0.14285714285714285,0.029411764705882353,0.025,0.2857142857142857,0.33419562767682864,0.0,56.0,62.0,70.0,67.0,66.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1980,Summer,ESP,ESP,Spain,6,1,3,2,11,37537560.0,675239250000.0,,211,18,75,0.15983990435180123,0.02663998405863354,2.843601895734597,0.47393364928909953,0.3333333333333333,0.08,0.052132701421800945,0.6111111111111112,0.8885739387928058,0.1480956564654676,16.0,22.0,29.0,24.0,32.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1984,Summer,ESP,ESP,Spain,5,1,2,2,9,38437483.0,592104500000.0,,257,23,104,0.13008135834492596,0.02601627166898519,1.9455252918287937,0.38910505836575876,0.21739130434782608,0.04807692307692308,0.03501945525291829,0.391304347826087,0.8444455328409091,0.1688891065681818,21.0,29.0,43.0,32.0,42.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1988,Summer,ESP,ESP,Spain,4,1,1,2,7,38952258.0,720640125000.0,,317,24,130,0.10268981069082053,0.025672452672705133,1.2618296529968454,0.31545741324921134,0.16666666666666666,0.03076923076923077,0.022082018927444796,0.2916666666666667,0.5550620706833387,0.13876551767083467,55.0,61.0,80.0,68.0,79.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1992,Summer,ESP,ESP,Spain,22,13,7,2,55,39420344.0,882175250000.0,32641.082,537,29,195,0.558087468744565,0.3297789588036066,4.0968342644320295,2.4208566108007448,0.7586206896551724,0.11282051282051282,0.10242085661080075,1.896551724137931,2.4938355502492278,1.4736300978745436,10.0,24.0,40.0,18.0,25.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
1996,Summer,ESP,ESP,Spain,17,5,6,6,33,40237375.0,1026343500000.0,34232.38,384,22,157,0.42249276947116954,0.12426257925622634,4.427083333333334,1.3020833333333335,0.7727272727272727,0.10828025477707007,0.0859375,1.5,1.6563655345408237,0.48716633368847756,15.0,35.0,51.0,24.0,51.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2000,Summer,ESP,ESP,Spain,11,3,3,5,20,41019772.0,1312696750000.0,39945.9,431,27,165,0.2681633627802709,0.07313546257643753,2.5522041763341066,0.6960556844547563,0.4074074074074074,0.06666666666666667,0.04640371229698376,0.7407407407407407,0.8379696224585,0.2285371697614091,23.0,45.0,69.0,37.0,66.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2004,Summer,ESP,ESP,Spain,20,3,11,6,37,43234562.0,1469505000000.0,42793.39,423,27,155,0.4625928672528242,0.06938893008792363,4.7281323877068555,0.7092198581560284,0.7407407407407407,0.12903225806451613,0.08747044917257683,1.3703703703703705,1.3610025144521454,0.20415037716782183,14.0,33.0,49.0,22.0,50.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,ESP,ESP,Spain,18,5,10,3,38,46235055.0,1872124250000.0,44926.348,355,29,147,0.38931499054126784,0.10814305292812997,5.070422535211268,1.4084507042253522,0.6206896551724138,0.12244897959183673,0.10704225352112676,1.3103448275862069,0.9614746457132854,0.2670762904759126,14.0,37.0,49.0,24.0,43.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2012,Summer,ESP,ESP,Spain,17,3,10,4,33,47018323.0,1774183250000.0,41034.047,339,27,135,0.3615611726517766,0.06380491282090177,5.014749262536873,0.8849557522123894,0.6296296296296297,0.1259259259259259,0.09734513274336283,1.2222222222222223,0.9581873800240196,0.16909189059247404,15.0,45.0,60.0,26.0,49.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2016,Summer,ESP,ESP,Spain,17,7,4,6,35,46732768.0,1923510875000.0,44274.668,363,28,146,0.3637704490348186,0.14978783195551354,4.683195592286501,1.9283746556473829,0.6071428571428571,0.11643835616438356,0.09641873278236915,1.25,0.883800565983283,0.3639178801107636,17.0,39.0,57.0,26.0,53.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,ESP,ESP,Spain,17,3,8,6,31,47679482.0,1863857875000.0,41553.45,429,36,146,0.3565474977265902,0.06292014665763357,3.9627039627039626,0.6993006993006993,0.4722222222222222,0.11643835616438356,0.07226107226107226,0.8611111111111112,0.9120867115471452,0.16095647850831973,17.0,51.0,75.0,36.0,73.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,ESP,ESP,Spain,18,5,4,9,32,,,48460.293,401,39,150,,,4.488778054862843,1.2468827930174564,0.46153846153846156,0.12,0.0798004987531172,0.8205128205128205,,,14.0,,75.0,40.0,72.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1948,Summer,SRI,LKA,Sri Lanka,1,0,1,0,2,7593333.0,,,10,2,9,0.13169447461345368,0.0,10.0,0.0,0.5,0.1111111111111111,0.2,1.0,,,29.0,27.0,12.0,18.0,11.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,0,0
2000,Summer,SRI,LKA,Sri Lanka,1,0,1,0,2,19293056.0,101205304687.0,6428.6133,24,4,16,0.05183212032349877,0.0,4.166666666666666,0.0,0.25,0.0625,0.08333333333333333,0.5,0.9880904989048976,0.0,64.0,67.0,57.0,56.0,50.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,SUD,SDN,Sudan,1,0,1,0,2,33623980.0,131685171875.0,4446.4097,9,2,8,0.029740679122459625,0.0,11.11111111111111,0.0,0.5,0.125,0.2222222222222222,1.0,0.7593869421754134,0.0,69.0,75.0,19.0,31.0,18.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,1,1
1988,Summer,SUR,SUR,Suriname,1,1,0,0,3,402231.0,2878603027.0,,10,4,10,2.4861335899023196,2.4861335899023196,10.0,10.0,0.25,0.1,0.3,0.75,34.739072759267266,34.739072759267266,65.0,3.0,26.0,62.0,19.0,0,1,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1992,Summer,SUR,SUR,Suriname,1,0,0,1,1,417602.0,3431732421.0,17455.125,9,3,7,2.3946245468173046,0.0,11.11111111111111,0.0,0.3333333333333333,0.14285714285714285,0.1111111111111111,0.3333333333333333,29.13980104860862,0.0,50.0,4.0,9.0,34.0,21.0,1,1,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,1,1
1900,Summer,SWE,SWE,Sweden,2,1,0,1,4,5123503.0,,,27,4,16,0.39035792503683514,0.19517896251841757,7.4074074074074066,3.7037037037037033,0.5,0.125,0.14814814814814814,1.0,,,15.0,15.0,24.0,22.0,24.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1906,Summer,SWE,SWE,Sweden,14,2,5,7,23,5323091.0,,,95,8,37,2.630050848275936,0.37572154975370514,14.736842105263156,2.1052631578947367,1.75,0.3783783783783784,0.24210526315789474,2.875,,,9.0,5.0,10.0,12.0,10.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1908,Summer,SWE,SWE,Sweden,25,8,6,11,47,5390772.0,,,276,14,67,4.637554695320077,1.4840175025024245,9.057971014492754,2.898550724637681,1.7857142857142858,0.373134328358209,0.17028985507246377,3.357142857142857,,,3.0,1.0,6.0,3.0,6.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1912,Summer,SWE,SWE,Sweden,65,24,24,17,137,5542751.0,,,714,16,95,11.727028690265898,4.329979824098178,9.103641456582633,3.361344537815126,4.0625,0.6842105263157895,0.19187675070028012,8.5625,,,1.0,1.0,7.0,2.0,8.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1920,Summer,SWE,SWE,Sweden,64,19,20,25,122,5876734.0,,,404,18,100,10.890402730496225,3.2330883106160666,15.841584158415841,4.702970297029703,3.5555555555555554,0.64,0.30198019801980197,6.777777777777778,,,2.0,2.0,4.0,3.0,4.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1924,Summer,SWE,SWE,Sweden,29,4,13,12,50,5989178.0,,,256,15,84,4.842066807832394,0.6678712838389509,11.328125,1.5625,1.9333333333333333,0.34523809523809523,0.1953125,3.3333333333333335,,,5.0,6.0,5.0,5.0,5.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1928,Summer,SWE,SWE,Sweden,25,7,6,12,45,6091819.0,,,139,11,66,4.103864543578855,1.1490820722020796,17.985611510791365,5.0359712230215825,2.272727272727273,0.3787878787878788,0.3237410071942446,4.090909090909091,,,3.0,4.0,4.0,3.0,4.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1932,Summer,SWE,SWE,Sweden,24,10,5,9,49,6188213.0,,,128,12,51,3.8783409685477856,1.6159754035615774,18.75,7.8125,2.0,0.47058823529411764,0.3828125,4.083333333333333,,,4.0,2.0,6.0,5.0,5.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1936,Summer,SWE,SWE,Sweden,21,6,5,10,38,6278071.0,,,231,17,84,3.344976506318581,0.9557075732338802,9.090909090909092,2.5974025974025974,1.2352941176470589,0.25,0.1645021645021645,2.235294117647059,,,4.0,4.0,8.0,6.0,8.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1948,Summer,SWE,SWE,Sweden,46,17,11,18,91,6892068.0,,,223,18,100,6.674339254923196,2.4666036376890075,20.62780269058296,7.623318385650224,2.5555555555555554,0.46,0.4080717488789238,5.055555555555555,,,2.0,1.0,2.0,2.0,3.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1952,Summer,SWE,SWE,Sweden,35,12,13,10,72,7124674.0,87264328125.0,,355,17,124,4.912505470425734,1.6842875898602518,9.859154929577464,3.3802816901408446,2.0588235294117645,0.28225806451612906,0.2028169014084507,4.235294117647059,40.108026672553954,13.751323430589927,4.0,2.0,9.0,5.0,9.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1956,Summer,SWE,SWE,Sweden,19,8,5,6,40,7315521.0,101086414062.0,,186,15,80,2.5972176144392174,1.0935653113428283,10.21505376344086,4.301075268817205,1.2666666666666666,0.2375,0.21505376344086022,2.6666666666666665,18.795799788037396,7.914020963384167,8.0,5.0,12.0,10.0,10.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1960,Summer,SWE,SWE,Sweden,6,1,2,3,10,7484597.0,114756453125.0,,258,15,100,0.8016463678672345,0.1336077279778724,2.3255813953488373,0.3875968992248062,0.4,0.06,0.03875968992248062,0.6666666666666666,5.228464140020448,0.871410690003408,14.0,8.0,27.0,18.0,29.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1964,Summer,SWE,SWE,Sweden,8,2,2,4,14,7661190.0,143302000000.0,,175,13,72,1.0442242001568947,0.26105605003922366,4.571428571428571,1.1428571428571428,0.6153846153846154,0.1111111111111111,0.08,1.0769230769230769,5.582615734602448,1.395653933650612,15.0,8.0,23.0,18.0,24.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
