year,season,noc,iso3,country_name,total_medals,gold_medals,silver_medals,bronze_medals,weighted_medal_score,population,gdp_total,gdp_per_capita,unique_athletes,sports_entered,events_entered,medals_per_million_people,gold_per_million_people,medals_per_100_athletes,gold_per_100_athletes,medals_per_entered_sport,medals_per_entered_event,weighted_score_per_athlete,weighted_score_per_entered_sport,medals_per_100b_gdp,gold_per_100b_gdp,rank_total_medals,rank_medals_per_million_people,rank_medals_per_100_athletes,rank_medals_per_entered_sport,rank_weighted_score_per_athlete,small_sample_flag,extreme_single_medal_flag,efficiency_label,efficiency_interpretation_note,has_population_match,has_gdp_total_match,economic_data_complete
2024,Summer,KOS,KOS,Kosovo,2,0,1,1,3,,,,9,4,9,,,22.22222222222222,0.0,0.5,0.2222222222222222,0.3333333333333333,0.75,,,67.0,,12.0,30.0,16.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,0,0,0
2000,Summer,KUW,KUW,Kuwait,1,0,0,1,1,,,,30,6,10,,,3.3333333333333335,0.0,0.16666666666666666,0.1,0.03333333333333333,0.16666666666666666,,,64.0,,62.0,68.0,74.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
2012,Summer,KUW,KUW,Kuwait,1,0,0,1,1,,,,12,4,11,,,8.333333333333332,0.0,0.25,0.09090909090909091,0.08333333333333333,0.25,,,68.0,,28.0,53.0,57.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
2020,Summer,KUW,KUW,Kuwait,1,0,0,1,1,,,,10,5,8,,,10.0,0.0,0.2,0.125,0.1,0.2,,,77.0,,28.0,67.0,59.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
2000,Summer,KGZ,KGZ,Kyrgyzstan,1,0,0,1,1,5025150.0,12875206054.0,3638.4631,71,9,59,0.19899903485468096,0.0,1.4084507042253522,0.0,0.1111111111111111,0.01694915254237288,0.014084507042253521,0.1111111111111111,7.766865988830721,0.0,64.0,49.0,79.0,74.0,80.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,KGZ,KGZ,Kyrgyzstan,2,0,1,1,3,5342530.0,22559478515.0,4894.943,22,9,22,0.37435447250647164,0.0,9.090909090909092,0.0,0.2222222222222222,0.09090909090909091,0.13636363636363635,0.3333333333333333,8.865453156065563,0.0,57.0,40.0,23.0,62.0,34.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,KGZ,KGZ,Kyrgyzstan,3,0,2,1,5,6664143.0,42530949218.0,5537.7954,17,7,17,0.4501704120094662,0.0,17.647058823529413,0.0,0.42857142857142855,0.17647058823529413,0.29411764705882354,0.7142857142857143,7.053686915434129,0.0,60.0,39.0,7.0,41.0,11.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,KGZ,KGZ,Kyrgyzstan,6,0,2,4,8,,,7048.9897,16,5,17,,,37.5,0.0,1.2,0.35294117647058826,0.5,1.6,,,37.0,,3.0,9.0,7.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1932,Summer,LAT,LVA,Latvia,1,0,1,0,2,1885420.0,,,13,2,4,0.5303858026328352,0.0,7.6923076923076925,0.0,0.5,0.25,0.15384615384615385,1.0,,,22.0,13.0,24.0,21.0,21.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,0,0
1936,Summer,LAT,LVA,Latvia,2,0,1,1,3,1905503.0,,,33,6,16,1.0495916301365047,0.0,6.0606060606060606,0.0,0.3333333333333333,0.125,0.09090909090909091,0.5,,,23.0,11.0,15.0,22.0,20.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1992,Summer,LAT,LVA,Latvia,3,0,2,1,5,2614833.0,30507410156.0,10582.207,40,13,31,1.1473008027663716,0.0,7.5,0.0,0.23076923076923078,0.0967741935483871,0.125,0.38461538461538464,9.83367642372612,0.0,31.0,14.0,15.0,42.0,18.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
1996,Summer,LAT,LVA,Latvia,1,0,1,0,2,2457907.0,26195470703.0,11077.862,55,12,47,0.40685021849890984,0.0,1.8181818181818181,0.0,0.08333333333333333,0.02127659574468085,0.03636363636363636,0.16666666666666666,3.8174538313811492,0.0,59.0,37.0,72.0,74.0,69.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2000,Summer,LAT,LVA,Latvia,3,1,1,1,6,2368320.0,32205058593.0,14554.213,60,13,47,1.266720713417106,0.4222402378057019,5.0,1.6666666666666667,0.23076923076923078,0.06382978723404255,0.1,0.46153846153846156,9.315306759454465,3.1051022531514882,49.0,16.0,49.0,60.0,46.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2004,Summer,LAT,LVA,Latvia,4,0,4,0,8,2264179.0,37287914062.0,20574.12,45,11,37,1.7666447749934966,0.0,8.88888888888889,0.0,0.36363636363636365,0.10810810810810811,0.17777777777777778,0.7272727272727273,10.727336459071031,0.0,46.0,6.0,22.0,42.0,20.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,LAT,LVA,Latvia,3,1,1,1,6,2177710.0,48481675781.0,28726.973,53,11,33,1.3775938945038595,0.45919796483461983,5.660377358490567,1.8867924528301887,0.2727272727272727,0.09090909090909091,0.11320754716981132,0.5454545454545454,6.1879049180385435,2.0626349726795143,51.0,14.0,45.0,54.0,40.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2012,Summer,LAT,LVA,Latvia,2,1,0,1,4,2034639.0,49934328125.0,27496.545,50,12,38,0.9829753582822309,0.49148767914111546,4.0,2.0,0.16666666666666666,0.05263157894736842,0.08,0.3333333333333333,4.005260659547524,2.002630329773762,55.0,22.0,68.0,72.0,61.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,LAT,LVA,Latvia,2,1,0,1,4,1901119.0,60469222656.0,34225.9,38,15,26,1.0520119992488635,0.5260059996244317,5.263157894736842,2.631578947368421,0.13333333333333333,0.07692307692307693,0.10526315789473684,0.26666666666666666,3.3074676871202544,1.6537338435601272,66.0,19.0,63.0,82.0,58.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
1952,Summer,LIB,LIB,Lebanon,2,0,1,1,3,,,,9,4,8,,,22.22222222222222,0.0,0.5,0.25,0.3333333333333333,0.75,,,32.0,,4.0,23.0,5.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,0,0,0
1972,Summer,LIB,LIB,Lebanon,1,0,1,0,2,,,,36,9,23,,,2.7777777777777777,0.0,0.1111111111111111,0.043478260869565216,0.05555555555555555,0.2222222222222222,,,64.0,,57.0,74.0,57.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1980,Summer,LIB,LIB,Lebanon,1,0,0,1,1,,,,19,8,16,,,5.263157894736842,0.0,0.125,0.0625,0.05263157894736842,0.125,,,30.0,,21.0,33.0,30.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1992,Summer,LTU,LTU,Lithuania,2,1,0,1,4,3697552.0,43979781250.0,15280.389,54,11,31,0.5408984106241103,0.27044920531205513,3.7037037037037033,1.8518518518518516,0.18181818181818182,0.06451612903225806,0.07407407407407407,0.36363636363636365,4.5475442195383815,2.2737721097691908,39.0,25.0,45.0,46.0,38.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
1996,Summer,LTU,LTU,Lithuania,1,0,0,1,1,3599721.0,40787457031.0,12873.201,81,14,49,0.27779930722408763,0.0,1.2345679012345678,0.0,0.07142857142857142,0.02040816326530612,0.012345679012345678,0.07142857142857142,2.4517341182608234,0.0,59.0,41.0,76.0,76.0,77.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2000,Summer,LTU,LTU,Lithuania,5,2,0,3,9,3500410.0,50281015625.0,15771.427,77,15,50,1.4284041012338555,0.5713616404935422,6.493506493506493,2.5974025974025974,0.3333333333333333,0.1,0.11688311688311688,0.6,9.944110988708774,3.9776443954835092,35.0,13.0,39.0,46.0,36.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2004,Summer,LTU,LTU,Lithuania,3,1,2,0,7,3376703.0,60452535156.0,21867.287,70,13,44,0.8884405883490494,0.29614686278301644,4.285714285714286,1.4285714285714286,0.23076923076923078,0.06818181818181818,0.1,0.5384615384615384,4.962571035703282,1.6541903452344275,51.0,18.0,55.0,59.0,45.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,LTU,LTU,Lithuania,5,0,2,3,7,3198482.0,78010750000.0,30445.781,78,16,54,1.5632415627163136,0.0,6.41025641025641,0.0,0.3125,0.09259259259259259,0.08974358974358974,0.4375,6.409373067173434,0.0,38.0,10.0,38.0,50.0,55.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2012,Summer,LTU,LTU,Lithuania,5,2,1,2,10,2988334.0,86765164062.0,30920.33,72,14,54,1.6731730790467196,0.6692692316186879,6.944444444444445,2.7777777777777777,0.35714285714285715,0.09259259259259259,0.1388888888888889,0.7142857142857143,5.762681433330936,2.3050725733323745,38.0,8.0,35.0,41.0,28.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2016,Summer,LTU,LTU,Lithuania,4,0,1,3,5,2869109.0,91021414062.0,36618.15,80,15,49,1.3941610444218049,0.0,5.0,0.0,0.26666666666666666,0.08163265306122448,0.0625,0.3333333333333333,4.394570268129835,0.0,44.0,10.0,56.0,54.0,64.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,LTU,LTU,Lithuania,1,0,1,0,2,2795766.0,105477812500.0,43091.797,59,13,46,0.3576837260342961,0.0,1.694915254237288,0.0,0.07692307692307693,0.021739130434782608,0.03389830508474576,0.15384615384615385,0.9480666846404309,0.0,77.0,50.0,91.0,91.0,89.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,LTU,LTU,Lithuania,4,0,2,2,6,,,47165.367,51,14,42,,,7.8431372549019605,0.0,0.2857142857142857,0.09523809523809523,0.11764705882352941,0.42857142857142855,,,50.0,,56.0,61.0,58.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1900,Summer,LUX,LUX,Luxembourg,1,1,0,0,3,235574.0,,,1,1,1,4.244950631224159,4.244950631224159,100.0,100.0,1.0,1.0,3.0,3.0,,,19.0,1.0,1.0,14.0,1.0,1,1,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,0,0
1920,Summer,LUX,LUX,Luxembourg,1,0,1,0,2,269864.0,,,35,6,18,3.705570213144399,0.0,2.857142857142857,0.0,0.16666666666666666,0.05555555555555555,0.05714285714285714,0.3333333333333333,,,20.0,6.0,19.0,20.0,19.0,0,1,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1924,Summer,LUX,LUX,Luxembourg,2,1,1,0,5,280650.0,,,122,10,35,7.126313914127917,3.5631569570639585,1.639344262295082,0.819672131147541,0.2,0.05714285714285714,0.040983606557377046,0.5,,,20.0,3.0,30.0,28.0,26.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1928,Summer,LUX,LUX,Luxembourg,1,1,0,0,3,293165.0,,,107,10,31,3.4110483857213514,3.4110483857213514,0.9345794392523363,0.9345794392523363,0.1,0.03225806451612903,0.028037383177570093,0.3,,,25.0,5.0,34.0,33.0,32.0,0,1,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1952,Summer,LUX,LUX,Luxembourg,1,1,0,0,3,299909.0,5638047363.0,,101,9,32,3.33434475124121,3.33434475124121,0.9900990099009901,0.9900990099009901,0.1111111111111111,0.03125,0.0297029702970297,0.3333333333333333,17.736637094653652,17.736637094653652,39.0,5.0,42.0,43.0,39.0,0,1,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1992,Summer,MAS,MYS,Malaysia,1,0,0,1,1,18834569.0,221397593750.0,13567.894,30,6,11,0.053093861611593025,0.0,3.3333333333333335,0.0,0.16666666666666666,0.09090909090909091,0.03333333333333333,0.16666666666666666,0.4516760923468709,0.0,50.0,45.0,47.0,47.0,53.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
1996,Summer,MAS,MYS,Malaysia,2,0,1,1,3,20850085.0,317668781250.0,17771.71,43,8,21,0.09592287033841829,0.0,4.651162790697675,0.0,0.25,0.09523809523809523,0.06976744186046512,0.375,0.6295865750893644,0.0,47.0,56.0,47.0,51.0,56.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,MAS,MYS,Malaysia,1,0,1,0,2,27570052.0,613610687500.0,22898.002,42,10,29,0.03627124098278813,0.0,2.380952380952381,0.0,0.1,0.034482758620689655,0.047619047619047616,0.2,0.16296978204115783,0.0,69.0,73.0,78.0,80.0,75.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2012,Summer,MAS,MYS,Malaysia,2,0,1,1,3,29662835.0,772556750000.0,25006.36,38,9,25,0.06742443869576188,0.0,5.263157894736842,0.0,0.2222222222222222,0.08,0.07894736842105263,0.3333333333333333,0.2588806582817379,0.0,55.0,67.0,56.0,58.0,63.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2016,Summer,MAS,MYS,Malaysia,5,0,4,1,9,31789692.0,835835500000.0,28425.371,42,10,29,0.1572836880583807,0.0,11.904761904761903,0.0,0.5,0.1724137931034483,0.21428571428571427,0.9,0.5982038331705222,0.0,42.0,53.0,21.0,33.0,24.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,MAS,MYS,Malaysia,2,0,1,1,3,33889554.0,909412000000.0,29200.453,47,10,37,0.05901523519607251,0.0,4.25531914893617,0.0,0.2,0.05405405405405406,0.06382978723404255,0.3,0.2199223234353626,0.0,66.0,70.0,71.0,67.0,76.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,MAS,MYS,Malaysia,2,0,0,2,2,,,34116.23,26,11,23,,,7.6923076923076925,0.0,0.18181818181818182,0.08695652173913043,0.07692307692307693,0.18181818181818182,,,67.0,,57.0,75.0,75.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
2008,Summer,MRI,MRI,Mauritius,1,0,0,1,1,,,,11,7,11,,,9.090909090909092,0.0,0.14285714285714285,0.09090909090909091,0.09090909090909091,0.14285714285714285,,,69.0,,23.0,71.0,53.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1900,Summer,MEX,MEX,Mexico,1,0,0,1,1,13261087.0,,,3,1,1,0.07540859961178144,0.0,33.33333333333333,0.0,1.0,1.0,0.3333333333333333,1.0,,,19.0,20.0,8.0,14.0,17.0,1,1,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,0,0
1932,Summer,MEX,MEX,Mexico,2,0,2,0,4,17242393.0,,,100,12,52,0.11599318029695761,0.0,2.0,0.0,0.16666666666666666,0.038461538461538464,0.04,0.3333333333333333,,,20.0,23.0,27.0,28.0,27.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1936,Summer,MEX,MEX,Mexico,3,0,0,3,3,18468486.0,,,32,8,14,0.16243887019217493,0.0,9.375,0.0,0.375,0.21428571428571427,0.09375,0.375,,,21.0,23.0,7.0,20.0,18.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1948,Summer,MEX,MEX,Mexico,5,2,1,2,10,25866173.0,,,149,14,57,0.19330265826336196,0.07732106330534479,3.3557046979865772,1.342281879194631,0.35714285714285715,0.08771929824561403,0.06711409395973154,0.7142857142857143,,,19.0,24.0,24.0,24.0,23.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1952,Summer,MEX,MEX,Mexico,1,0,1,0,2,29090173.0,185145625000.0,,85,13,35,0.034375869816930964,0.0,1.1764705882352942,0.0,0.07692307692307693,0.02857142857142857,0.023529411764705882,0.15384615384615385,0.5401153821485115,0.0,39.0,40.0,41.0,45.0,41.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1956,Summer,MEX,MEX,Mexico,2,1,0,1,4,32587939.0,233822203125.0,,36,10,20,0.06137239915663277,0.030686199578316385,5.555555555555555,2.7777777777777777,0.2,0.1,0.1111111111111111,0.4,0.8553507636444652,0.4276753818222326,25.0,30.0,25.0,31.0,24.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1960,Summer,MEX,MEX,Mexico,1,0,0,1,1,36724614.0,292304218750.0,,110,14,55,0.027229693959479058,0.0,0.9090909090909091,0.0,0.07142857142857142,0.01818181818181818,0.00909090909090909,0.07142857142857142,0.34210932851957,0.0,31.0,38.0,41.0,42.0,43.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1964,Summer,MEX,MEX,Mexico,1,0,0,1,1,41772051.0,386499281250.0,,128,15,58,0.02393945176405152,0.0,0.78125,0.0,0.06666666666666667,0.017241379310344827,0.0078125,0.06666666666666667,0.25873269330950405,0.0,28.0,32.0,40.0,41.0,41.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1968,Summer,MEX,MEX,Mexico,9,3,3,3,18,47668308.0,493617593750.0,,446,20,146,0.18880468759243563,0.06293489586414522,2.0179372197309418,0.672645739910314,0.45,0.06164383561643835,0.04035874439461883,0.9,1.8232737475233074,0.6077579158411024,44.0,58.0,69.0,57.0,66.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1972,Summer,MEX,MEX,Mexico,1,0,1,0,2,54030172.0,623076312500.0,,281,20,112,0.01850817724585441,0.0,0.3558718861209964,0.0,0.05,0.008928571428571428,0.0071174377224199285,0.1,0.16049398443469154,0.0,64.0,70.0,78.0,78.0,77.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1976,Summer,MEX,MEX,Mexico,2,1,0,1,4,60645513.0,801539125000.0,,137,17,54,0.03297853214631064,0.01648926607315532,1.4598540145985401,0.7299270072992701,0.11764705882352941,0.037037037037037035,0.029197080291970802,0.23529411764705882,0.24951994701443928,0.12475997350721964,56.0,63.0,68.0,68.0,64.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1980,Summer,MEX,MEX,Mexico,4,0,1,3,5,67300338.0,1112668750000.0,,74,12,43,0.05943506554157276,0.0,5.405405405405405,0.0,0.3333333333333333,0.09302325581395349,0.06756756756756757,0.4166666666666667,0.35949603150083975,0.0,19.0,29.0,20.0,24.0,25.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1984,Summer,MEX,MEX,Mexico,6,2,3,1,13,73506848.0,1158123250000.0,,155,18,87,0.08162504804994494,0.02720834934998165,3.870967741935484,1.2903225806451613,0.3333333333333333,0.06896551724137931,0.08387096774193549,0.7222222222222222,0.5180795740004356,0.17269319133347855,19.0,35.0,32.0,24.0,23.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1988,Summer,MEX,MEX,Mexico,2,0,0,2,2,79695526.0,1110460875000.0,,144,17,82,0.025095511635119895,0.0,1.3888888888888888,0.0,0.11764705882352941,0.024390243902439025,0.013888888888888888,0.11764705882352941,0.18010539993135732,0.0,60.0,71.0,78.0,75.0,81.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
