year,season,noc,iso3,country_name,total_medals,gold_medals,silver_medals,bronze_medals,population,gdp_per_capita,gdp_total,medals_per_million_people,gold_per_million_people,medals_per_10k_gdp_per_capita,gold_per_10k_gdp_per_capita,medals_per_100b_gdp,gold_per_100b_gdp,sports_entered,events_entered,unique_athletes,has_population_match,has_gdp_per_capita_match,has_gdp_total_match,economic_data_complete
2020,Summer,BOT,BWA,Botswana,1,0,0,1,2365895.0,16289.392,37380679687.0,0.4226730264868052,0.0,0.613896454821641,0.0,2.6751787510909635,0.0,4,9,16,1,1,1,1
2024,Summer,BOT,BWA,Botswana,2,1,1,0,,18068.506,,,,1.1068983788698412,0.5534491894349206,,,2,9,14,0,1,0,0
1920,Summer,BRA,BRA,Brazil,3,1,1,1,27593186.0,,,0.10872249402443053,0.03624083134147684,,,,,5,10,38,1,0,0,0
1948,Summer,BRA,BRA,Brazil,1,0,0,1,51096948.0,,,0.019570640500876882,0.0,,,,,11,41,105,1,0,0,0
1952,Summer,BRA,BRA,Brazil,3,1,0,2,56694872.0,,111654507812.0,0.05291483857658238,0.017638279525527458,,,2.6868597236139324,0.8956199078713108,14,51,119,1,0,1,0
1956,Summer,BRA,BRA,Brazil,1,1,0,0,64033997.0,,140308703125.0,0.015616704357842914,0.015616704357842914,,,0.7127141636460764,0.7127141636460764,12,30,63,1,0,1,0
1960,Summer,BRA,BRA,Brazil,2,0,0,2,72388124.0,,185530562500.0,0.027628841438134245,0.0,,,1.0779895091408458,0.0,14,35,86,1,0,1,0
1964,Summer,BRA,BRA,Brazil,1,0,0,1,81488598.0,,254632984375.0,0.012271655477493919,0.0,,,0.3927220986136235,0.0,11,17,65,1,0,1,0
1968,Summer,BRA,BRA,Brazil,3,0,1,2,90741243.0,,340961906250.0,0.03306104149355768,0.0,,,0.8798636871182731,0.0,13,27,89,1,0,1,0
1972,Summer,BRA,BRA,Brazil,2,0,0,2,100146794.0,,500572031250.0,0.019970684233785858,0.0,,,0.39954289795331027,0.0,13,44,104,1,0,1,0
1976,Summer,BRA,BRA,Brazil,2,0,0,2,110213353.0,,693168750000.0,0.01814662148968465,0.0,,,0.2885300296644937,0.0,12,47,89,1,0,1,0
1980,Summer,BRA,BRA,Brazil,4,2,0,2,121207451.0,,724959250000.0,0.03300127151424049,0.016500635757120245,,,0.5517551503756936,0.2758775751878468,14,72,149,1,0,1,0
1984,Summer,BRA,BRA,Brazil,8,1,5,2,132658861.0,,850972312500.0,0.06030505568715836,0.007538131960894795,,,0.9401010917144264,0.1175126364643033,17,82,197,1,0,1,0
1988,Summer,BRA,BRA,Brazil,6,1,2,3,143826357.0,,1055596250000.0,0.04171697125026952,0.006952828541711586,,,0.5683991393489699,0.09473318989149497,21,106,233,1,0,1,0
1992,Summer,BRA,BRA,Brazil,3,2,1,0,154275077.0,12271.979,1166157625000.0,0.019445785141303153,0.012963856760868768,2.44459349221507,1.6297289948100464,0.2572551030569302,0.17150340203795347,23,107,233,1,1,1,1
1996,Summer,BRA,BRA,Brazil,15,3,3,9,164202549.0,13641.63,2021315875000.0,0.09135059164032831,0.018270118328065663,10.995753440021463,2.199150688004293,0.7420908421846735,0.14841816843693467,18,93,251,1,1,1,1
2000,Summer,BRA,BRA,Brazil,12,0,6,6,174018278.0,14005.348,1817165375000.0,0.06895827345217151,0.0,8.568155536013814,0.0,0.6603691752601218,0.0,24,96,236,1,1,1,1
2004,Summer,BRA,BRA,Brazil,10,5,2,3,182675144.0,14911.261,1918604000000.0,0.05474198503984757,0.027370992519923785,6.706340932534142,3.353170466267071,0.5212122981084163,0.26060614905420815,26,133,318,1,1,1,1
2008,Summer,BRA,BRA,Brazil,16,3,4,9,190367297.0,17113.367,2667239000000.0,0.08404804949245037,0.015759009279834445,9.349416745401417,1.7530156397627656,0.5998712526324038,0.1124758598685757,28,145,338,1,1,1,1
2012,Summer,BRA,BRA,Brazil,17,3,5,9,196876113.0,18832.219,3638193250000.0,0.08634871819111951,0.015238009092550502,9.027082788278959,1.593014609696287,0.46726489858668174,0.08245851151529678,27,138,306,1,1,1,1
2016,Summer,BRA,BRA,Brazil,19,7,6,6,203218108.0,17620.928,3255081750000.0,0.09349560522431397,0.03444574929316831,10.782633014560867,3.97254900536453,0.5837026980965992,0.21504836245664186,34,222,583,1,1,1,1
2020,Summer,BRA,BRA,Brazil,21,7,6,8,208660845.0,17327.516,3476453250000.0,0.1006417854772897,0.03354726182576324,12.119452089959116,4.039817363319704,0.6040639263594296,0.20135464211980988,33,142,416,1,1,1,1
2024,Summer,BRA,BRA,Brazil,20,3,7,10,,19652.365,,,,10.176892195926547,1.5265338293889819,,,38,146,290,0,1,0,0
1952,Summer,BUL,BGR,Bulgaria,1,0,0,1,7361958.0,,,0.13583342909590085,0.0,,,,,8,34,179,1,0,0,0
1956,Summer,BUL,BGR,Bulgaria,5,1,3,1,7587165.0,,,0.6590076794164883,0.13180153588329765,,,,,7,31,82,1,0,0,0
1960,Summer,BUL,BGR,Bulgaria,7,1,3,3,7862935.0,,,0.8902528127219671,0.12717897324599528,,,,,12,66,183,1,0,0,0
1964,Summer,BUL,BGR,Bulgaria,10,3,5,2,8140074.0,,,1.2284900604097704,0.3685470181229311,,,,,9,56,116,1,0,0,0
1968,Summer,BUL,BGR,Bulgaria,9,2,4,3,8370645.0,,,1.0751859623720754,0.23893021386046118,,,,,13,69,189,1,0,0,0
1972,Summer,BUL,BGR,Bulgaria,21,6,10,5,8579912.0,,54974402343.0,2.4475775509119444,0.6993078716891269,,,38.19959673044808,10.914170494413737,15,92,226,1,0,1,0
1976,Summer,BUL,BGR,Bulgaria,22,6,9,7,8759433.0,,75677171875.0,2.511578089586392,0.6849758426144705,,,29.07085380560807,7.9284146742567465,14,108,254,1,0,1,0
1980,Summer,BUL,BGR,Bulgaria,41,8,16,17,8859539.0,,91527710937.0,4.627780294211696,0.9029815208217945,,,44.7951768707741,8.740522316248605,20,151,397,1,0,1,0
1988,Summer,BUL,BGR,Bulgaria,35,10,12,13,8985721.0,,133658156250.0,3.8950686316657284,1.1128767519044938,,,26.186205901669396,7.481773114762684,16,120,281,1,0,1,0
1992,Summer,BUL,BGR,Bulgaria,16,3,7,6,8559091.0,12961.038,,1.8693573885357686,0.3505045103504566,12.34469029409527,2.3146294301428636,,,19,116,236,1,1,0,0
1996,Summer,BUL,BGR,Bulgaria,15,3,7,5,8291402.0,14372.831,92906171875.0,1.809102971970241,0.3618205943940482,10.436357318888673,2.0872714637777343,16.145321346553438,3.229064269310687,17,89,181,1,1,1,1
2000,Summer,BUL,BGR,Bulgaria,13,5,6,2,8000519.0,12563.888,91107625000.0,1.6248945849638003,0.6249594557553079,10.34711547890271,3.9796597995779646,14.268838640015037,5.4880148615442454,16,85,150,1,1,1,1
2004,Summer,BUL,BGR,Bulgaria,12,2,1,9,7749430.0,16389.027,104357343750.0,1.5485009865241701,0.2580834977540284,7.321972195176688,1.2203286991961146,11.49895116988353,1.9164918616472546,19,94,119,1,1,1,1
2008,Summer,BUL,BGR,Bulgaria,5,1,1,3,7535589.0,21846.045,140674921875.0,0.6635181403869027,0.13270362807738056,2.288743797790401,0.45774875955808025,3.5542937812632074,0.7108587562526414,15,60,87,1,1,1,1
2012,Summer,BUL,BGR,Bulgaria,2,0,1,1,7317020.0,22618.904,141026765625.0,0.27333531956998885,0.0,0.8842161406229055,0.0,1.418170509077787,0.0,17,56,75,1,1,1,1
2016,Summer,BUL,BGR,Bulgaria,3,0,1,2,7127436.0,25636.852,149525390625.0,0.42090872510114435,0.0,1.1701904742438738,0.0,2.0063482111368,0.0,14,51,58,1,1,1,1
2020,Summer,BUL,BGR,Bulgaria,6,3,1,2,6933656.0,28521.324,166418390625.0,0.8653443435901637,0.43267217179508183,2.103689155524477,1.0518445777622385,3.605370763090806,1.802685381545403,13,45,56,1,1,1,1
2024,Summer,BUL,BGR,Bulgaria,7,3,1,3,,34221.53,,,,2.045495920258387,0.8766411086821659,,,16,53,46,0,1,0,0
2020,Summer,BUR,BUR,Burkina Faso,1,0,0,1,,,,,,,,,,5,8,8,0,0,0,0
1996,Summer,BDI,BDI,Burundi,1,1,0,0,6070510.0,1088.7893,5001391601.0,0.16473080515475635,0.16473080515475635,9.184513477492844,9.184513477492844,19.99443514481161,19.99443514481161,1,6,7,1,1,1,1
2016,Summer,BDI,BDI,Burundi,1,0,1,0,11239459.0,1009.636,10207339843.0,0.08897225391364477,0.0,9.9045596630865,0.0,9.796871813627142,0.0,3,9,10,1,1,1,1
2024,Summer,CPV,CPV,Cabo Verde,1,0,0,1,,9848.953,,,,1.0153363509806577,0.0,,,5,7,7,0,1,0,0
1968,Summer,CMR,CMR,Cameroon,1,0,1,0,6125860.0,,11348890625.0,0.16324238555892562,0.0,,,8.81143393696245,0.0,2,5,5,1,0,1,0
1984,Summer,CMR,CMR,Cameroon,1,0,0,1,9475085.0,,37863453125.0,0.1055399503012374,0.0,,,2.641069203853815,0.0,6,32,56,1,0,1,0
2000,Summer,CMR,CMR,Cameroon,1,1,0,0,14912632.0,3822.9443,49202570312.0,0.06705724381852915,0.06705724381852915,2.615784906936782,2.615784906936782,2.032414147592022,2.032414147592022,4,14,39,1,1,1,1
2004,Summer,CMR,CMR,Cameroon,1,1,0,0,16610485.0,4222.9663,56790957031.0,0.060202938083987315,0.060202938083987315,2.3680037418247926,2.3680037418247926,1.7608437192811146,1.7608437192811146,5,15,19,1,1,1,1
2008,Summer,CMR,CMR,Cameroon,1,1,0,0,18574052.0,4300.2666,67278875000.0,0.053838548529959965,0.053838548529959965,2.3254372182413063,2.3254372182413063,1.4863506561309179,1.4863506561309179,9,16,32,1,1,1,1
1900,Summer,CAN,CAN,Canada,2,1,0,1,5414425.0,,,0.36938363722832984,0.18469181861416492,,,,,1,5,7,1,0,0,0
1904,Summer,CAN,CAN,Canada,6,4,1,1,5976663.0,,,1.00390468728118,0.6692697915207868,,,,,6,15,61,1,0,0,0
1904,Summer,CAN,CAN,Canada,6,4,1,1,5976663.0,,,1.00390468728118,0.6692697915207868,,,,,6,15,61,1,0,0,0
1906,Summer,CAN,CAN,Canada,2,1,1,0,6310511.0,,,0.31693154484636826,0.15846577242318413,,,,,1,4,4,1,0,0,0
1908,Summer,CAN,CAN,Canada,16,3,3,10,6663003.0,,,2.401319645211026,0.4502474334770673,,,,,11,42,148,1,0,0,0
1912,Summer,CAN,CAN,Canada,8,3,2,3,7317326.0,,,1.0932955563275437,0.40998583362282887,,,,,7,30,60,1,0,0,0
1920,Summer,CAN,CAN,Canada,9,3,3,3,8571309.0,,,1.0500146477043355,0.35000488256811185,,,,,9,39,85,1,0,0,0
1924,Summer,CAN,CAN,Canada,4,0,3,1,9209535.0,,,0.43433246086800253,0.0,,,,,8,39,83,1,0,0,0
1928,Summer,CAN,CAN,Canada,15,4,4,7,9880096.0,,,1.5182038717032709,0.4048543657875389,,,,,8,49,113,1,0,0,0
1932,Summer,CAN,CAN,Canada,16,2,5,9,10455609.0,,,1.5302791066498374,0.19128488833122967,,,,,10,69,191,1,0,0,0
1936,Summer,CAN,CAN,Canada,9,1,3,5,10918635.0,,,0.8242788590332033,0.09158653989257816,,,,,12,69,167,1,0,0,0
1948,Summer,CAN,CAN,Canada,4,0,2,2,13184774.0,,,0.3033802475491806,0.0,,,,,13,83,188,1,0,0,0
1952,Summer,CAN,CAN,Canada,3,1,2,0,14482799.0,,222091250000.0,0.20714227961045376,0.06904742653681792,,,1.350796125466447,0.45026537515548226,13,74,154,1,0,1,0
1956,Summer,CAN,CAN,Canada,6,2,1,3,16159621.0,,272450531250.0,0.3712958367031009,0.12376527890103363,,,2.202234648790027,0.7340782162633422,15,84,150,1,0,1,0
1960,Summer,CAN,CAN,Canada,1,0,1,0,17898793.0,,308196125000.0,0.05586968909020849,0.0,,,0.32446871290156554,0.0,14,77,140,1,0,1,0
1964,Summer,CAN,CAN,Canada,4,1,2,1,19321670.0,,384599312500.0,0.20702144276348783,0.05175536069087196,,,1.0400434608161189,0.2600108652040297,16,92,194,1,0,1,0
1968,Summer,CAN,CAN,Canada,5,1,3,1,20734173.0,,472663437500.0,0.2411477901722919,0.04822955803445838,,,1.0578351535811357,0.21156703071622712,14,124,291,1,0,1,0
1972,Summer,CAN,CAN,Canada,5,0,2,3,22230876.0,,569248375000.0,0.22491241460750352,0.0,,,0.87835121180627,0.0,18,136,344,1,0,1,0
1976,Summer,CAN,CAN,Canada,11,0,5,6,23455783.0,,673959375000.0,0.46896750366423495,0.0,,,1.632145854488633,0.0,23,173,531,1,0,1,0
1984,Summer,CAN,CAN,Canada,44,10,18,16,25670376.0,,855608500000.0,1.7140380024040163,0.3895540914554583,,,5.142538906520914,1.168758842391117,23,193,572,1,0,1,0
1988,Summer,CAN,CAN,Canada,10,3,2,5,26927938.0,,1005962875000.0,0.37136152051449317,0.11140845615434794,,,0.9940724701197348,0.2982217410359204,23,193,503,1,0,1,0
1992,Summer,CAN,CAN,Canada,18,7,4,7,28500066.0,39023.184,1034473937500.0,0.63157748476793,0.24561346629863942,4.612642576782048,1.793805446526352,1.7400148372515183,0.6766724367089239,24,199,445,1,1,1,1
1996,Summer,CAN,CAN,Canada,22,3,11,8,29767210.0,41880.55,1193852750000.0,0.7390682566488428,0.10078203499756946,5.2530351201213925,0.7163229709256443,1.8427733235945556,0.2512872713992576,25,189,408,1,1,1,1
2000,Summer,CAN,CAN,Canada,14,3,3,8,30891800.0,48399.305,1422944625000.0,0.45319469891686465,0.09711314976789957,2.8926035198232705,0.6198436113907008,0.9838752509430927,0.21083041091637703,29,175,422,1,1,1,1
2004,Summer,CAN,CAN,Canada,12,3,6,3,32132680.0,51210.68,1563927000000.0,0.3734515764013459,0.09336289410033648,2.343261210356902,0.5858153025892255,0.767299240949226,0.1918248102373065,28,151,391,1,1,1,1
2008,Summer,CAN,CAN,Canada,19,3,9,7,33449088.0,53711.68,1803601875000.0,0.5680274451727951,0.08968854397465187,3.537405644358918,0.5585377333198291,1.0534475630881677,0.1663338257507633,30,185,449,1,1,1,1
2012,Summer,CAN,CAN,Canada,18,1,5,12,34922513.0,54034.805,1861421125000.0,0.515426825097037,0.02863482361650205,3.3311862604112297,0.1850659033561794,0.9670031009237632,0.05372239449576463,28,179,354,1,1,1,1
2016,Summer,CAN,CAN,Canada,22,4,3,15,36353345.0,55606.156,1911216125000.0,0.6051712710343436,0.11003114018806247,3.9563964824326283,0.7193448149877506,1.151099538781884,0.20929082523306985,31,175,405,1,1,1,1
2020,Summer,CAN,CAN,Canada,24,7,6,11,38171903.0,54092.88,1954253250000.0,0.6287347004942353,0.1833809543108186,4.4368131258679515,1.2940704950448192,1.2280905762853407,0.35819308474989103,40,182,509,1,1,1,1
2024,Summer,CAN,CAN,Canada,27,9,7,11,,56706.824,,,,4.761331722615959,1.5871105742053198,,,40,172,332,0,1,0,0
1928,Summer,CHI,CHL,Chile,1,0,1,0,4504225.0,,,0.22201377595479801,0.0,,,,,6,22,46,1,0,0,0
1952,Summer,CHI,CHL,Chile,2,0,2,0,6891992.0,,35949238281.0,0.2901918632523079,0.0,,,5.563400215511788,0.0,9,33,82,1,0,1,0
1956,Summer,CHI,CHL,Chile,4,0,2,2,7489537.0,,37883464843.0,0.5340784083181644,0.0,,,10.55869629817957,0.0,8,22,43,1,0,1,0
1988,Summer,CHI,CHL,Chile,1,0,1,0,12999426.0,,98517234375.0,0.076926473522754,0.0,,,1.015050824705005,0.0,6,14,23,1,0,1,0
2000,Summer,CHI,CHL,Chile,1,0,0,1,15503638.0,17525.271,201377843750.0,0.0645009900256959,0.0,0.5706045858006988,0.0,0.4965789589253162,0.0,14,28,58,1,1,1,1
2004,Summer,CHI,CHL,Chile,3,2,0,1,16187324.0,19961.984,234557078125.0,0.1853302003468887,0.1235534668979258,1.5028566298820798,1.0019044199213865,1.2790063825749236,0.8526709217166158,11,25,29,1,1,1,1
2008,Summer,CHI,CHL,Chile,1,0,1,0,16838987.0,23509.781,328486500000.0,0.059385995131417346,0.0,0.42535487676384565,0.0,0.3044265137227862,0.0,14,26,29,1,1,1,1
2024,Summer,CHI,CHL,Chile,2,1,1,0,,30182.787,,,,0.6626293324072425,0.33131466620362127,,,22,34,48,0,1,0,0
1984,Summer,CHN,CHN,China,32,15,8,9,1043849645.0,,1414518750000.0,0.030655755982941395,0.014369885617003779,,,2.2622535049464703,1.060431330443658,19,105,323,1,0,1,0
1988,Summer,CHN,CHN,China,28,5,11,12,1115244168.0,,2078778000000.0,0.02510660965859451,0.004483323153320448,,,1.3469451764450076,0.24052592436517994,25,150,427,1,0,1,0
1992,Summer,CHN,CHN,China,53,16,22,15,1184574236.0,2030.3864,2810470500000.0,0.0447418138849341,0.013506962682244255,261.0340573597223,78.80273429727464,1.8858052415067157,0.5692996955491972,23,144,394,1,1,1,1
1996,Summer,CHN,CHN,China,50,16,22,12,1230944809.0,3055.9697,4263582000000.0,0.040619205373325556,0.012998145719464178,163.6141876668476,52.356540053391235,1.1727228419671536,0.37527130942948905,25,155,438,1,1,1,1
2000,Summer,CHN,CHN,China,58,28,16,14,1269581174.0,4066.0364,5913536000000.0,0.04568435732018818,0.022054517326987398,142.64505846529067,68.86313167289894,0.9808006580157794,0.47348997283520383,28,163,414,1,1,1,1
2004,Summer,CHN,CHN,China,63,32,17,14,1302100316.0,5684.169,8606801000000.0,0.04838336895081438,0.024575679467080322,110.83414303832275,56.29670757502109,0.7319792801065111,0.37179899941918026,31,204,518,1,1,1,1
2008,Summer,CHN,CHN,China,100,51,21,28,1333821011.0,8743.745,12562206000000.0,0.07497257816101384,0.03823601486211706,114.36747068904684,58.327410051413885,0.796038530175353,0.40597965038942996,34,257,730,1,1,1,1
2012,Summer,CHN,CHN,China,88,38,27,23,1369520866.0,12217.8545,17665738000000.0,0.06425604909330385,0.027746930290290298,72.0257390526299,31.102023681817457,0.4981393927612874,0.21510564687419229,29,206,479,1,1,1,1
2016,Summer,CHN,CHN,China,70,26,18,26,1404052628.0,15772.765,21130488000000.0,0.04985568105072483,0.018517824390269225,44.380297303611634,16.484110427055754,0.33127488584267434,0.12304495759870761,32,209,499,1,1,1,1
2020,Summer,CHN,CHN,China,88,38,32,18,1426106093.0,19215.154,26000864000000.0,0.061706489041695727,0.02664598390436861,45.797186949425445,19.77605800088826,0.3384502914980056,0.14614898951050243,41,210,574,1,1,1,1
2024,Summer,CHN,CHN,China,91,40,27,24,,23845.62,,,,38.16214466220631,16.774569082288487,,,42,211,398,0,1,0,0
1900,Summer,COL,COL,Colombia,1,0,1,0,4034733.0,,,0.24784787493992785,0.0,,,,,1,1,1,1,0,0,0
1972,Summer,COL,COL,Colombia,3,0,1,2,21819572.0,,140731421875.0,0.13749123951652215,0.0,,,2.1317200949370427,0.0,8,39,75,1,0,1,0
1984,Summer,COL,COL,Colombia,1,0,1,0,28642690.0,,239723953125.0,0.03491292193575394,0.0,,,0.41714646657714965,0.0,8,34,48,1,0,1,0
1988,Summer,COL,COL,Colombia,1,0,0,1,31130530.0,,265144687500.0,0.03212280677521391,0.0,,,0.3771525688215043,0.0,10,34,57,1,0,1,0
1992,Summer,COL,COL,Colombia,1,0,0,1,33760571.0,10196.433,295638093750.0,0.029620352096532965,0.0,0.9807351257052342,0.0,0.33825140302982354,0.0,11,31,61,1,1,1,1
2000,Summer,COL,COL,Colombia,1,1,0,0,39089939.0,10813.494,341218125000.0,0.025582030199637815,0.025582030199637815,0.9247704765915623,0.9247704765915623,0.29306766749275115,0.29306766749275115,13,45,54,1,1,1,1
2004,Summer,COL,COL,Colombia,2,0,0,2,41543177.0,11607.938,377985593750.0,0.04814268297294643,0.0,1.722958892440673,0.0,0.5291206948280684,0.0,15,59,71,1,1,1,1
2008,Summer,COL,COL,Colombia,2,0,1,1,43758805.0,13591.061,536051812500.0,0.04570508723901395,0.0,1.4715554584001942,0.0,0.3730982627728733,0.0,16,74,90,1,1,1,1
2012,Summer,COL,COL,Colombia,8,1,3,4,45715807.0,15279.479,700778562500.0,0.17499417652191943,0.021874272065239928,5.235780617912431,0.6544725772390538,1.1415874326207003,0.14269842907758754,19,81,120,1,1,1,1
2016,Summer,COL,COL,Colombia,8,3,2,3,47437513.0,17003.244,708380000000.0,0.16864290503593643,0.06324108938847615,4.704984531187108,1.7643691991951653,1.1293373613032553,0.4235015104887207,21,85,157,1,1,1,1
2020,Summer,COL,COL,Colombia,5,0,4,1,50629997.0,15861.5,769266312500.0,0.09875568430312172,0.0,3.1522869842070422,0.0,0.6499699673251973,0.0,20,56,77,1,1,1,1
2024,Summer,COL,COL,Colombia,4,0,3,1,,18477.215,,,,2.16482841164104,0.0,,,24,61,88,0,1,0,0
1988,Summer,CRC,CRI,Costa Rica,1,0,1,0,2968102.0,,26961792968.0,0.33691564508227817,0.0,,,3.708952150129128,0.0,6,18,33,1,0,1,0
1996,Summer,CRC,CRI,Costa Rica,1,1,0,0,3619012.0,12467.621,38073347656.0,0.2763185090295362,0.2763185090295362,0.8020776377466079,0.8020776377466079,2.626509255333132,2.626509255333132,6,13,13,1,1,1,1
2000,Summer,CRC,CRI,Costa Rica,2,0,0,2,3937737.0,14018.742,46049718750.0,0.5079059368363098,0.0,1.4266615363917818,0.0,4.343131845946399,0.0,5,9,9,1,1,1,1
1984,Summer,CIV,CIV,Cote d'Ivoire,1,0,1,0,9650523.0,,26625345703.0,0.103621327051394,0.0,,,3.7558197784726803,0.0,4,14,18,1,0,1,0
2016,Summer,CIV,CIV,Cote d'Ivoire,2,1,0,1,25989404.0,5320.8467,128074750000.0,0.07695443881668083,0.03847721940834042,3.7588002676340966,1.8794001338170483,1.5615880569745404,0.7807940284872702,6,12,15,1,1,1,1
2020,Summer,CIV,CIV,Cote d'Ivoire,1,0,0,1,28915452.0,5787.8154,158187843750.0,0.03458358527475206,0.0,1.7277676133209086,0.0,0.6321598273887591,0.0,6,11,32,1,1,1,1
2024,Summer,CIV,CIV,Cote d'Ivoire,1,0,0,1,,6747.038,,,,1.4821318629004314,0.0,,,4,11,13,0,1,0,0
1992,Summer,CRO,HRV,Croatia,3,0,1,2,4782235.0,17020.238,50545527343.0,0.6273217439126266,0.0,1.7626075499061762,0.0,5.9352432503911094,0.0,11,23,46,1,1,1,1
1996,Summer,CRO,HRV,Croatia,2,1,1,0,4562290.0,18849.98,56323644531.0,0.4383763417055908,0.2191881708527954,1.0610090832987622,0.5305045416493811,3.550906580449032,1.775453290224516,14,57,117,1,1,1,1
2000,Summer,CRO,HRV,Croatia,2,1,0,1,4326105.0,21302.25,69876679687.0,0.4623096295628516,0.2311548147814258,0.9388679599572816,0.4694339799786408,2.8621852225358158,1.4310926112679079,12,53,108,1,1,1,1
2004,Summer,CRO,HRV,Croatia,5,1,2,2,4310050.0,26528.887,88132210937.0,1.1600793494275008,0.23201586988550016,1.8847379462244307,0.3769475892448862,5.673294640905101,1.1346589281810202,14,57,100,1,1,1,1
2008,Summer,CRO,HRV,Croatia,5,0,2,3,4314635.0,31113.865,111526312500.0,1.1588465768251544,0.0,1.6070006088925306,0.0,4.483246946768728,0.0,15,66,125,1,1,1,1
2012,Summer,CRO,HRV,Croatia,6,3,1,2,4259233.0,28259.346,109676132812.0,1.4087043371423917,0.7043521685711959,2.1231913859577642,1.0615956929788821,5.470652407379121,2.7353262036895605,17,53,118,1,1,1,1
2016,Summer,CRO,HRV,Croatia,10,5,3,2,4136438.0,30821.164,112694757812.0,2.4175389550139514,1.2087694775069757,3.2445237954024058,1.6222618977012029,8.873527211161171,4.436763605580586,18,47,93,1,1,1,1
2020,Summer,CRO,HRV,Croatia,8,3,3,2,3953956.0,32493.312,117185265625.0,2.0232900922519117,0.7587337845944668,2.4620451125450065,0.9232669172043773,6.826796830926242,2.560048811597341,17,47,74,1,1,1,1
2024,Summer,CRO,HRV,Croatia,7,2,2,3,,42829.2,,,,1.634398961456203,0.4669711318446294,,,16,43,73,0,1,0,0
1900,Summer,CUB,CUB,Cuba,2,1,1,0,1719649.0,,,1.1630280365353627,0.5815140182676813,,,,,1,2,2,1,0,0,0
1904,Summer,CUB,CUB,Cuba,4,4,0,0,1904606.0,,,2.1001718990699385,2.1001718990699385,,,,,2,5,6,1,0,0,0
1948,Summer,CUB,CUB,Cuba,1,0,1,0,5667544.0,,,0.17644327066538876,0.0,,,,,12,31,112,1,0,0,0
1964,Summer,CUB,CUB,Cuba,1,0,1,0,7866016.0,,,0.127129159157571,0.0,,,,,6,24,76,1,0,0,0
1968,Summer,CUB,CUB,Cuba,4,0,4,0,8509522.0,,,0.4700616556370616,0.0,,,,,13,78,227,1,0,0,0
1972,Summer,CUB,CUB,Cuba,8,3,1,4,9123895.0,,,0.8768185078850644,0.3288069404568992,,,,,14,69,201,1,0,0,0
1976,Summer,CUB,CUB,Cuba,13,6,4,3,9571240.0,,,1.3582357144946735,0.6268780220744647,,,,,14,76,194,1,0,0,0
1980,Summer,CUB,CUB,Cuba,20,8,7,5,9804798.0,,,2.0398176484614985,0.8159270593845992,,,,,19,92,288,1,0,0,0
1992,Summer,CUB,CUB,Cuba,31,14,6,11,10785807.0,,,2.874147479182596,1.2980020873727853,,,,,16,90,196,1,0,0,0
1996,Summer,CUB,CUB,Cuba,25,9,8,8,10962009.0,,,2.280603856464632,0.8210173883272674,,,,,15,84,178,1,0,0,0
2000,Summer,CUB,CUB,Cuba,29,11,11,7,11109112.0,,,2.6104696757040524,0.9901781528532614,,,,,24,135,271,1,0,0,0
2004,Summer,CUB,CUB,Cuba,27,9,7,11,11238756.0,,,2.402401119839242,0.8008003732797474,,,,,18,108,177,1,0,0,0
2008,Summer,CUB,CUB,Cuba,24,2,11,11,11291764.0,,,2.125442933451319,0.17712024445427657,,,,,18,102,171,1,0,0,0
2012,Summer,CUB,CUB,Cuba,14,5,3,6,11303172.0,,,1.23859037091535,0.44235370389833933,,,,,14,86,118,1,0,0,0
2016,Summer,CUB,CUB,Cuba,11,5,2,4,11265615.0,,,0.9764225033431376,0.44382841061051703,,,,,19,99,143,1,0,0,0
2020,Summer,CUB,CUB,Cuba,15,7,3,5,11176349.0,,,1.3421198640092573,0.6263226032043201,,,,,15,64,82,1,0,0,0
2024,Summer,CUB,CUB,Cuba,9,2,1,6,,,,,,,,,,16,52,61,0,0,0,0
1988,Summer,AHO,AHO,Curacao,1,0,1,0,,,,,,,,,,3,4,4,0,0,0,0
2012,Summer,CYP,CYP,Cyprus,1,0,1,0,1165403.0,39190.383,28898105468.0,0.8580722719951811,0.0,0.255164640774243,0.0,3.460434460339758,0.0,7,12,13,1,1,1,1
2024,Summer,CYP,CYP,Cyprus,1,0,1,0,,52635.582,,,,0.1899855500790321,0.0,,,9,23,15,0,1,0,0
1900,Summer,BOH,BOH,Czechia,3,0,1,2,,,,,,,,,,4,9,9,0,0,0,0
1906,Summer,BOH,BOH,Czechia,2,0,0,2,,,,,,,,,,6,22,29,0,0,0,0
1908,Summer,BOH,BOH,Czechia,2,0,0,2,,,,,,,,,,5,15,41,0,0,0,0
1920,Summer,TCH,TCH,Czechia,2,0,0,2,,,,,,,,,,13,53,182,0,0,0,0
1924,Summer,TCH,TCH,Czechia,10,1,4,5,,,,,,,,,,16,75,242,0,0,0,0
