noc,iso3,country_name,sport,year,total_medals,gold_medals,prev_total_medals,prev_gold_medals,rolling3_prev_medals,medal_growth,gold_growth,above_recent_baseline,first_medal_bonus,continuity_bonus,sport_total_medals,sport_total_growth,sport_expansion_penalty,olympic_leap_index
SWE,SWE,Sweden,Table Tennis,1992,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,1.0,15,3.0,3.0,0.6025633360564558
AUT,AUT,Austria,Diving,1906,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,3,0.0,0.0,0.6014988376607284
GER,DEU,Germany,Athletics,1906,2,0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,64,-8.0,0.0,0.6014988376607284
GRE,GRC,Greece,Tug-Of-War,1906,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,3,-1.0,0.0,0.6014988376607284
GER,DEU,Germany,Cycling,1906,2,0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,18,-3.0,0.0,0.6014988376607284
CRC,CRI,Costa Rica,Swimming,1988,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,125,39.0,39.0,0.5972105057109565
SWE,SWE,Sweden,Cycling,1976,1,1,2.0,0.0,1.6666666666666667,-1.0,1.0,0.0,0,1.0,23,-1.0,0.0,0.5939080555800988
UKR,UKR,Ukraine,Athletics,2004,3,0,2.0,0.0,3.0,1.0,0.0,0.0,0,1.0,136,-3.0,0.0,0.5936431918071701
GER,DEU,Germany,Canoeing,2004,9,4,8.0,4.0,9.333333333333334,1.0,0.0,0.0,0,1.0,48,0.0,0.0,0.5936431918071701
BUL,BGR,Bulgaria,Rowing,2004,2,0,1.0,0.0,2.6666666666666665,1.0,0.0,0.0,0,1.0,42,0.0,0.0,0.5936431918071701
ITA,ITA,Italy,Gymnastics,2004,2,1,1.0,1.0,2.3333333333333335,1.0,0.0,0.0,0,1.0,42,0.0,0.0,0.5936431918071701
GER,DEU,Germany,Boxing,2004,2,0,1.0,0.0,3.0,1.0,0.0,0.0,0,1.0,44,-4.0,0.0,0.5936431918071701
KOR,KOR,South Korea,Boxing,2004,2,0,1.0,0.0,2.3333333333333335,1.0,0.0,0.0,0,1.0,44,-4.0,0.0,0.5936431918071701
FRG,DEU,Germany,Cycling,1972,2,1,2.0,1.0,1.3333333333333333,0.0,0.0,0.6666666666666667,0,1.0,24,2.0,2.0,0.5896237691552235
GDR,DEU,Germany,Cycling,1972,3,0,3.0,0.0,2.3333333333333335,0.0,0.0,0.6666666666666665,0,1.0,24,2.0,2.0,0.5896237691552234
COL,COL,Colombia,Boxing,2016,2,0,1.0,0.0,1.5,1.0,0.0,0.5,0,0.0,51,-1.0,0.0,0.5895811431699407
GBR,GBR,United Kingdom,Judo,2012,2,0,1.0,0.0,2.0,1.0,0.0,0.0,0,1.0,56,0.0,0.0,0.5887442674799124
USA,USA,United States,Swimming,1912,4,2,2.0,1.0,5.333333333333333,2.0,1.0,0.0,0,1.0,27,9.0,9.0,0.5799287821292664
VEN,VEN,Venezuela,Cycling BMX Freestyle,2020,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,6,6.0,6.0,0.5798313896662306
DOM,DOM,Dominican Republic,Baseball/Softball,2020,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,6,6.0,6.0,0.5798313896662306
NZL,NZL,New Zealand,Trampoline Gymnastics,2020,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,6,6.0,6.0,0.5798313896662306
SRB,SRB,Serbia,3x3 Basketball,2020,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,6,6.0,6.0,0.5798313896662306
ESP,ESP,Spain,Cycling Mountain Bike,2020,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,6,6.0,6.0,0.5798313896662306
AUS,AUS,Australia,Marathon Swimming,2020,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,6,6.0,6.0,0.5798313896662306
CAN,CAN,Canada,Baseball/Softball,2020,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,6,6.0,6.0,0.5798313896662306
CHN,CHN,China,3x3 Basketball,2020,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,6,6.0,6.0,0.5798313896662306
ITA,ITA,Italy,Marathon Swimming,2020,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,6,6.0,6.0,0.5798313896662306
RSA,ZAF,South Africa,Surfing,2020,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,6,6.0,6.0,0.5798313896662306
SUI,CHE,Switzerland,Cycling BMX Freestyle,2020,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,6,6.0,6.0,0.5798313896662306
URS,URS,Soviet Union,Swimming,1968,8,0,4.0,1.0,3.0,4.0,-1.0,5.0,0,1.0,95,41.0,41.0,0.5795930377348621
JAM,JAM,Jamaica,Athletics,2004,5,2,9.0,0.0,6.333333333333333,-4.0,2.0,0.0,0,1.0,136,-3.0,0.0,0.5786227329361794
SWE,SWE,Sweden,Figure Skating,1920,3,2,3.0,1.0,3.0,0.0,1.0,0.0,0,0.0,9,-3.0,0.0,0.5756541539216466
BEL,BEL,Belgium,Football,1920,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,3,0.0,0.0,0.5756541539216466
BEL,BEL,Belgium,Rowing,1984,2,0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,42,0.0,0.0,0.5748825150476109
CHN,CHN,China,Handball,1984,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,6,0.0,0.0,0.5748825150476109
ESP,ESP,Spain,Rowing,1984,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,42,0.0,0.0,0.5748825150476109
USA,USA,United States,Judo,1984,2,0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,32,0.0,0.0,0.5748825150476109
ISL,ISL,Iceland,Judo,1984,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,32,0.0,0.0,0.5748825150476109
KOR,KOR,South Korea,Basketball,1984,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,6,0.0,0.0,0.5748825150476109
MEX,MEX,Mexico,Wrestling,1984,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,60,0.0,0.0,0.5748825150476109
DEN,DNK,Denmark,Shooting,1980,1,1,1.0,0.0,2.3333333333333335,0.0,1.0,0.0,0,1.0,21,-7.0,0.0,0.5729962550004383
HUN,HUN,Hungary,Weightlifting,1980,2,1,2.0,0.0,3.0,0.0,1.0,0.0,0,1.0,30,0.0,0.0,0.5729962550004383
HUN,HUN,Hungary,Shooting,1980,1,1,1.0,0.0,1.3333333333333333,0.0,1.0,0.0,0,1.0,21,-7.0,0.0,0.5729962550004383
ESP,ESP,Spain,Sailing,1980,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,1.0,18,-5.0,0.0,0.5729962550004383
ITA,ITA,Italy,Boxing,1980,1,1,1.0,0.0,4.333333333333333,0.0,1.0,0.0,0,1.0,44,-3.0,0.0,0.5729962550004383
SUI,CHE,Switzerland,Cycling,1980,1,1,1.0,0.0,1.3333333333333333,0.0,1.0,0.0,0,1.0,18,-5.0,0.0,0.5729962550004383
AUT,AUT,Austria,Equestrianism,1980,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,1.0,18,-7.0,0.0,0.5729962550004383
UKR,UKR,Ukraine,Sailing,2004,2,0,1.0,0.0,1.5,1.0,0.0,0.5,0,0.0,33,0.0,0.0,0.5706853028406024
KAZ,KAZ,Kazakhstan,Cycling,2012,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,55,1.0,1.0,0.5700127337049877
AUS,AUS,Australia,Boxing,1988,1,0,2.0,0.0,1.3333333333333333,-1.0,0.0,0.0,0,1.0,52,4.0,4.0,0.5696396322900983
HUN,HUN,Hungary,Boxing,1988,1,0,2.0,0.0,2.3333333333333335,-1.0,0.0,0.0,0,1.0,52,4.0,4.0,0.5696396322900983
POL,POL,Poland,Boxing,1988,4,0,5.0,0.0,4.666666666666667,-1.0,0.0,0.0,0,1.0,52,4.0,4.0,0.5696396322900983
COL,COL,Colombia,Boxing,1988,1,0,2.0,0.0,2.0,-1.0,0.0,0.0,0,1.0,52,4.0,4.0,0.5696396322900983
ITA,ITA,Italy,Fencing,1900,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,1.0,21,13.0,13.0,0.5695673964414344
CUB,CUB,Cuba,Fencing,1900,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,1.0,21,13.0,13.0,0.5695673964414344
BEL,BEL,Belgium,Athletics,1964,1,1,1.0,0.0,1.3333333333333333,0.0,1.0,0.0,0,1.0,108,6.0,6.0,0.5693106946280733
FIN,FIN,Finland,Athletics,1964,1,1,1.0,0.0,1.6666666666666667,0.0,1.0,0.0,0,1.0,108,6.0,6.0,0.5693106946280733
USA,USA,United States,Weightlifting,2000,2,1,2.0,0.0,1.3333333333333333,0.0,1.0,0.6666666666666667,0,1.0,45,15.0,15.0,0.559936770892513
GDR,DEU,Germany,Shooting,1988,2,1,2.0,1.0,2.6666666666666665,0.0,0.0,0.0,0,1.0,44,11.0,11.0,0.5566169975416204
ESP,ESP,Spain,Shooting,1988,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,44,11.0,11.0,0.5566169975416204
FRG,DEU,Germany,Shooting,1988,3,1,3.0,1.0,3.3333333333333335,0.0,0.0,0.0,0,1.0,44,11.0,11.0,0.5566169975416204
SWE,SWE,Sweden,Shooting,1988,1,0,1.0,0.0,1.3333333333333333,0.0,0.0,0.0,0,1.0,44,11.0,11.0,0.5566169975416204
BEL,BEL,Belgium,Shooting,1988,1,0,1.0,0.0,2.3333333333333335,0.0,0.0,0.0,0,1.0,44,11.0,11.0,0.5566169975416204
NZL,NZL,New Zealand,Sailing,1988,3,1,3.0,2.0,1.6666666666666667,0.0,-1.0,1.3333333333333333,0,1.0,25,4.0,4.0,0.5560320115474406
IND,IND,India,Wrestling,2020,2,0,1.0,0.0,1.3333333333333333,1.0,0.0,0.6666666666666667,0,1.0,72,0.0,0.0,0.5553033413876065
POL,POL,Poland,Athletics,1980,7,2,5.0,3.0,3.3333333333333335,2.0,-1.0,3.6666666666666665,0,1.0,114,-33.0,0.0,0.5549089741262341
FRG,DEU,Germany,Sailing,1976,3,2,3.0,2.0,1.6666666666666667,0.0,0.0,1.3333333333333333,0,1.0,23,2.0,2.0,0.5547207197205973
FRG,DEU,Germany,Equestrianism,1976,7,2,7.0,2.0,5.666666666666667,0.0,0.0,1.333333333333333,0,1.0,25,2.0,2.0,0.5547207197205972
GRE,GRC,Greece,Cycling,1896,4,1,0.0,0.0,0.0,4.0,1.0,4.0,1,0.0,16,16.0,16.0,0.5544333934459897
SUI,CHE,Switzerland,Handball,1936,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,3,3.0,3.0,0.5526078089198833
MEX,MEX,Mexico,Basketball,1936,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,3,3.0,3.0,0.5526078089198833
CAN,CAN,Canada,Basketball,1936,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,3,3.0,3.0,0.5526078089198833
AUT,AUT,Austria,Handball,1936,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,3,3.0,3.0,0.5526078089198833
NED,NLD,Netherlands,Volleyball,1996,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,6,0.0,0.0,0.5523741301587692
FRA,FRA,France,Fencing,1968,2,1,5.0,0.0,4.0,-3.0,1.0,0.0,0,1.0,24,0.0,0.0,0.5523161334196893
GBR,GBR,United Kingdom,Diving,2020,3,1,3.0,1.0,1.6666666666666667,0.0,0.0,1.3333333333333333,0,1.0,24,0.0,0.0,0.5510141471820793
KAZ,KAZ,Kazakhstan,Athletics,2012,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,1.0,143,3.0,3.0,0.5496183519245255
UGA,UGA,Uganda,Athletics,2012,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,1.0,143,3.0,3.0,0.5496183519245255
CRO,HRV,Croatia,Athletics,2012,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,1.0,143,3.0,3.0,0.5496183519245255
HUN,HUN,Hungary,Athletics,2012,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,1.0,143,3.0,3.0,0.5496183519245255
FRA,FRA,France,Athletics,1906,1,1,2.0,0.0,3.3333333333333335,-1.0,1.0,0.0,0,1.0,64,-8.0,0.0,0.5474086450609787
USA,USA,United States,Archery,1996,2,2,3.0,1.0,2.3333333333333335,-1.0,1.0,0.0,0,1.0,12,0.0,0.0,0.5466442335900746
FRA,FRA,France,Canoeing,1996,3,1,4.0,0.0,3.0,-1.0,1.0,0.0,0,1.0,48,0.0,0.0,0.5466442335900746
SWE,SWE,Sweden,Canoeing,1996,2,1,3.0,0.0,3.3333333333333335,-1.0,1.0,0.0,0,1.0,48,0.0,0.0,0.5466442335900746
USA,USA,United States,Gymnastics,1996,5,2,6.0,1.0,7.666666666666667,-1.0,1.0,0.0,0,1.0,44,-3.0,0.0,0.5466442335900746
ITA,ITA,Italy,Rowing,1996,1,1,2.0,0.0,1.6666666666666667,-1.0,1.0,0.0,0,1.0,42,0.0,0.0,0.5466442335900746
BUL,BGR,Bulgaria,Wrestling,1996,1,1,2.0,0.0,6.666666666666667,-1.0,1.0,0.0,0,1.0,60,0.0,0.0,0.5466442335900746
HUN,HUN,Hungary,Fencing,1952,6,2,5.0,3.0,4.333333333333333,1.0,-1.0,1.666666666666667,0,1.0,21,0.0,0.0,0.540629761764525
ITA,ITA,Italy,Gymnastics,1908,1,1,3.0,0.0,3.0,-2.0,1.0,0.0,0,1.0,6,-6.0,0.0,0.5398899503773247
ZIM,ZWE,Zimbabwe,Hockey,1980,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,6,3.0,3.0,0.5355568017054049
GER,DEU,Germany,Equestrianism,1992,7,3,5.0,4.0,4.666666666666667,2.0,-1.0,2.333333333333333,0,1.0,18,-5.0,0.0,0.5333482497275154
KOR,KOR,South Korea,Weightlifting,1992,1,1,2.0,0.0,1.3333333333333333,-1.0,1.0,0.0,0,1.0,29,-7.0,0.0,0.5313411424068029
ITA,ITA,Italy,Fencing,1992,3,2,4.0,1.0,4.0,-1.0,1.0,0.0,0,1.0,24,-8.0,0.0,0.5313411424068029
SUI,CHE,Switzerland,Equestrianism,1988,2,0,3.0,0.0,2.0,-1.0,0.0,0.0,0,1.0,23,5.0,5.0,0.528817691224461
USA,USA,United States,Weightlifting,1952,6,4,8.0,4.0,3.6666666666666665,-2.0,0.0,2.3333333333333335,0,1.0,21,3.0,3.0,0.5276565542839899
GBR,GBR,United Kingdom,Art Competitions,1928,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,29,15.0,15.0,0.52615666846457
AUT,AUT,Austria,Swimming,2004,2,0,1.0,0.0,1.3333333333333333,1.0,0.0,0.6666666666666667,0,1.0,97,2.0,2.0,0.5248718295146457
ROU,ROU,Romania,Boxing,1968,2,0,1.0,0.0,2.3333333333333335,1.0,0.0,0.0,0,1.0,46,6.0,6.0,0.5245212704755681
GER,DEU,Germany,Rowing,1900,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,1.0,14,14.0,14.0,0.5241580370321499
ROU,ROU,Romania,Wrestling,1968,3,0,3.0,0.0,2.3333333333333335,0.0,0.0,0.6666666666666665,0,1.0,51,3.0,3.0,0.5240072933863291
GDR,DEU,Germany,Wrestling,1968,2,2,2.0,2.0,1.3333333333333333,0.0,0.0,0.6666666666666667,0,1.0,51,3.0,3.0,0.5240072933863291
GBR,GBR,United Kingdom,Cricket,1900,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,0.0,3,3.0,3.0,0.5236609905342794
TTO,TTO,Trinidad,Athletics,1964,3,0,2.0,0.0,2.0,1.0,0.0,1.0,0,1.0,108,6.0,6.0,0.5227947892763332
USA,USA,United States,Weightlifting,1936,1,1,2.0,0.0,2.5,-1.0,1.0,0.0,0,1.0,15,0.0,0.0,0.5133027715408582
ETH,ETH,Ethiopia,Athletics,1968,2,1,1.0,1.0,1.0,1.0,0.0,1.0,0,1.0,122,14.0,14.0,0.5130339749278161
CUB,CUB,Cuba,Athletics,1968,2,0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,122,14.0,14.0,0.5130339749278161
HUN,HUN,Hungary,Swimming,1972,3,0,2.0,0.0,4.333333333333333,1.0,0.0,0.0,0,1.0,100,5.0,5.0,0.5105556163783708
ESP,ESP,Spain,Rhythmic Gymnastics,1996,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,1.0,6,3.0,3.0,0.5070093024347168
BEL,BEL,Belgium,Swimming,1996,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,1.0,96,3.0,3.0,0.5070093024347168
CRC,CRI,Costa Rica,Swimming,1996,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,1.0,96,3.0,3.0,0.5070093024347168
RUS,RUS,Russia,Figure Skating,1908,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,12,12.0,12.0,0.506937907197074
HUN,HUN,Hungary,Fencing,1932,4,2,3.0,2.0,3.6666666666666665,1.0,0.0,0.3333333333333335,0,1.0,21,0.0,0.0,0.5061470444630809
URS,URS,Soviet Union,Handball,1988,2,1,2.0,1.0,2.0,0.0,0.0,0.0,0,0.0,6,0.0,0.0,0.50565834926363
POL,POL,Poland,Canoeing,2016,2,0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,49,1.0,1.0,0.5053981831732638
BEL,BEL,Belgium,Cycling,1920,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,18,12.0,12.0,0.5043964891168076
FRA,FRA,France,Fencing,1992,5,2,3.0,2.0,5.333333333333333,2.0,0.0,0.0,0,1.0,24,-8.0,0.0,0.5029486655824448
SWE,SWE,Sweden,Tug-Of-War,1912,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,2,-1.0,0.0,0.5016703334450701
CAN,CAN,Canada,Shooting,1952,1,1,1.0,0.0,2.5,0.0,1.0,0.0,0,1.0,21,9.0,9.0,0.5003178654610879
CAN,CAN,Canada,Swimming,1968,4,0,1.0,0.0,1.6666666666666667,3.0,0.0,2.333333333333333,0,1.0,95,41.0,41.0,0.5000740019789027
KAZ,KAZ,Kazakhstan,Wrestling,2004,3,0,1.0,0.0,1.5,2.0,0.0,1.5,0,1.0,54,6.0,6.0,0.4989398718980971
BAH,BAH,Bahamas,Athletics,2020,2,2,2.0,1.0,1.6666666666666667,0.0,1.0,0.33333333333333326,0,0.0,144,3.0,3.0,0.49763415803001737
NOR,NOR,Norway,Athletics,2008,2,1,1.0,1.0,1.6666666666666667,1.0,0.0,0.33333333333333326,0,1.0,140,4.0,4.0,0.49691242434289795
TPE,TWN,Taiwan,Weightlifting,2008,2,0,2.0,0.0,1.5,0.0,0.0,0.5,0,1.0,45,0.0,0.0,0.4964546957448006
TCH,TCH,Czechia,Cycling,1964,1,1,2.0,0.0,2.0,-1.0,1.0,0.0,0,1.0,21,3.0,3.0,0.49489220289606695
ITA,ITA,Italy,Boxing,1920,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,24,9.0,9.0,0.4939171053090034
NOR,NOR,Norway,Boxing,1920,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,24,9.0,9.0,0.4939171053090034
GBR,GBR,United Kingdom,Swimming,1906,5,1,3.0,2.0,3.0,2.0,-1.0,2.0,0,1.0,12,-18.0,0.0,0.49360380974242923
NZL,NZL,New Zealand,Sailing,1992,4,1,3.0,1.0,2.3333333333333335,1.0,0.0,1.6666666666666665,0,1.0,30,5.0,5.0,0.4930580117728629
RUS,RUS,Russia,Rhythmic Gymnastics,2004,3,2,3.0,2.0,2.5,0.0,0.0,0.5,0,1.0,6,0.0,0.0,0.48203242483866954
GDR,DEU,Germany,Cycling,1972,3,0,2.0,1.0,1.6666666666666667,1.0,-1.0,1.3333333333333333,0,1.0,24,2.0,2.0,0.48028212393782177
GBR,GBR,United Kingdom,Rowing,1928,4,1,2.0,2.0,2.6666666666666665,2.0,-1.0,1.3333333333333335,0,1.0,21,1.0,1.0,0.4791096017143691
ITA,ITA,Italy,Equestrianism,1900,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,1.0,15,15.0,15.0,0.47874867762286544
GER,DEU,Germany,Swimming,2004,5,0,3.0,0.0,8.666666666666666,2.0,0.0,0.0,0,1.0,97,2.0,2.0,0.47746855947200184
NOR,NOR,Norway,Rowing,1988,1,0,1.0,0.0,1.3333333333333333,0.0,0.0,0.0,0,1.0,55,13.0,13.0,0.4749731154103459
FRG,DEU,Germany,Rowing,1988,3,1,3.0,1.0,6.666666666666667,0.0,0.0,0.0,0,1.0,55,13.0,13.0,0.4749731154103459
FRG,DEU,Germany,Cycling,1988,4,0,4.0,0.0,4.333333333333333,0.0,0.0,0.0,0,1.0,37,13.0,13.0,0.4749731154103459
POL,POL,Poland,Cycling,1988,1,0,1.0,0.0,1.6666666666666667,0.0,0.0,0.0,0,1.0,37,13.0,13.0,0.4749731154103459
SUI,CHE,Switzerland,Rowing,1988,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,55,13.0,13.0,0.4749731154103459
FRG,DEU,Germany,Rowing,1988,3,1,3.0,1.0,10.333333333333334,0.0,0.0,0.0,0,1.0,55,13.0,13.0,0.4749731154103459
GER,DEU,Germany,Diving,1908,3,1,2.0,1.0,1.5,1.0,0.0,1.5,0,1.0,7,4.0,4.0,0.4739950322152551
GRE,GRC,Greece,Football,1906,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,4,1.0,1.0,0.47328413922667134
NED,NLD,Netherlands,Boxing,1992,2,0,1.0,0.0,1.3333333333333333,1.0,0.0,0.6666666666666667,0,1.0,48,-4.0,0.0,0.4732222229726647
FRA,FRA,France,Cycling,1992,2,0,1.0,0.0,1.3333333333333333,1.0,0.0,0.6666666666666667,0,1.0,30,-7.0,0.0,0.4732222229726647
HUN,HUN,Hungary,Equestrianism,1936,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,18,4.0,4.0,0.47287724794844355
GBR,GBR,United Kingdom,Tug-Of-War,1920,1,1,1.0,0.0,2.0,0.0,1.0,0.0,0,0.0,3,1.0,1.0,0.47172795688651215
BEL,BEL,Belgium,Artistic Gymnastics,2020,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,43,43.0,43.0,0.46528701010233187
IND,IND,India,Weightlifting,2000,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,45,15.0,15.0,0.46430385660360296
GEO,GEO,Georgia,Weightlifting,2000,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,45,15.0,15.0,0.46430385660360296
THA,THA,Thailand,Weightlifting,2000,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,45,15.0,15.0,0.46430385660360296
QAT,QAT,Qatar,Weightlifting,2000,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,45,15.0,15.0,0.46430385660360296
ARM,ARM,Armenia,Weightlifting,2000,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,45,15.0,15.0,0.46430385660360296
GER,DEU,Germany,Swimming,1908,1,1,1.0,0.0,3.6666666666666665,0.0,1.0,0.0,0,1.0,18,6.0,6.0,0.4613803109665279
NZL,NZL,New Zealand,Rowing,1988,3,0,2.0,1.0,1.6666666666666667,1.0,-1.0,1.3333333333333333,0,1.0,55,13.0,13.0,0.4613654946676884
FRG,DEU,Germany,Sailing,1972,2,0,2.0,0.0,1.3333333333333333,0.0,0.0,0.6666666666666667,0,1.0,21,4.0,4.0,0.460557446954584
TCH,TCH,Czechia,Gymnastics,1948,4,1,2.0,1.0,5.333333333333333,2.0,0.0,0.0,0,1.0,26,-2.0,0.0,0.45651987642348674
CZE,CZE,Czechia,Cycling,2012,1,1,2.0,0.0,1.3333333333333333,-1.0,1.0,0.0,0,1.0,55,1.0,1.0,0.4537062399676565
FRA,FRA,France,Athletics,1976,1,1,2.0,0.0,2.0,-1.0,1.0,0.0,0,1.0,147,2.0,2.0,0.449906579121774
SWE,SWE,Sweden,Sailing,1976,1,1,2.0,0.0,1.6666666666666667,-1.0,1.0,0.0,0,1.0,23,2.0,2.0,0.449906579121774
CHN,CHN,China,Boxing,2016,4,0,3.0,1.0,2.6666666666666665,1.0,-1.0,1.3333333333333335,0,1.0,51,-1.0,0.0,0.4464937629784888
USA,USA,United States,Athletics,1992,30,12,26.0,13.0,29.333333333333332,4.0,-1.0,0.6666666666666679,0,1.0,131,-27.0,0.0,0.44482974614830717
POL,POL,Poland,Boxing,1976,5,1,4.0,1.0,5.333333333333333,1.0,0.0,0.0,0,1.0,47,0.0,0.0,0.4405998685668927
POR,PRT,Portugal,Athletics,2020,2,1,1.0,1.0,1.3333333333333333,1.0,0.0,0.6666666666666667,0,1.0,144,3.0,3.0,0.43628799102866095
CZE,CZE,Czechia,Athletics,2020,2,0,1.0,0.0,1.3333333333333333,1.0,0.0,0.6666666666666667,0,1.0,144,3.0,3.0,0.43628799102866095
URS,URS,Soviet Union,Equestrianism,1972,2,1,2.0,1.0,1.6666666666666667,0.0,0.0,0.33333333333333326,0,1.0,23,1.0,1.0,0.4335122657608893
NOR,NOR,Norway,Sailing,1992,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,1.0,30,5.0,5.0,0.4329319850180122
SWE,SWE,Sweden,Tug-Of-War,1900,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,4,4.0,4.0,0.43123676179121434
RUS,RUS,Russia,Wrestling,1908,2,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,27,15.0,15.0,0.4290068337943036
ESP,ESP,Spain,Swimming,2016,2,1,2.0,0.0,1.3333333333333333,0.0,1.0,0.6666666666666667,0,0.0,104,2.0,2.0,0.42810519497128596
GDR,DEU,Germany,Rowing,1968,3,2,3.0,2.0,2.3333333333333335,0.0,0.0,0.6666666666666665,0,1.0,26,5.0,5.0,0.4241381273866447
ROU,ROU,Romania,Fencing,1984,2,0,1.0,0.0,1.3333333333333333,1.0,0.0,0.6666666666666667,0,1.0,24,0.0,0.0,0.4223311813524362
USA,USA,United States,Weightlifting,1984,2,0,1.0,0.0,1.3333333333333333,1.0,0.0,0.6666666666666667,0,1.0,30,0.0,0.0,0.4223311813524362
GBR,GBR,United Kingdom,Judo,1984,3,0,2.0,0.0,2.3333333333333335,1.0,0.0,0.6666666666666665,0,1.0,32,0.0,0.0,0.4223311813524361
JPN,JPN,Japan,Synchronized Swimming,2016,2,0,1.0,0.0,1.6666666666666667,1.0,0.0,0.33333333333333326,0,0.0,6,0.0,0.0,0.42212032182764575
HUN,HUN,Hungary,Shooting,1948,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,1.0,12,3.0,3.0,0.42165327352419774
GBR,GBR,United Kingdom,Judo,1988,1,0,3.0,0.0,2.3333333333333335,-2.0,0.0,0.0,0,1.0,33,1.0,1.0,0.41937450277602717
KOR,KOR,South Korea,Judo,1988,3,2,5.0,2.0,3.0,-2.0,0.0,0.0,0,1.0,33,1.0,1.0,0.41937450277602717
SWE,SWE,Sweden,Modern Pentathlon,1968,1,1,1.0,1.0,1.6666666666666667,0.0,0.0,0.0,0,1.0,6,0.0,0.0,0.415151463418532
MEX,MEX,Mexico,Diving,1968,1,0,1.0,0.0,1.3333333333333333,0.0,0.0,0.0,0,1.0,12,0.0,0.0,0.415151463418532
